123,123,Columna1,Columna2,Columna2
41302038,0,,,
41302043,0,,,
41302119,0,,,
41302122,0,,,
41302118,0,,,
41302025,0,,,
41302066,0,,,
41302020,0,,,
41302001,0,,,
41302107,0,,,
41302149,0,,,
41302072,0,,,
41302104,0,,,
41302154,0,,,
41302096,0,,,
41302152,0,,,
41302103,0,,,
41302150,0,,,
41302010,0,,,
41302011,0,,,
41302156,0,,,
41302190,0,,,
41302193,0,,,
41302167,0,,,
41302200,0,,,
41302201,0,,,
41302215,0,,,
41302296,0,,,
41302252,0,,,
41302263,0,,,
41302288,0,,,
41302277,0,,,
41302289,0,,,
41302297,0,,,
41302331,0,,,
41302346,0,,,
41302313,0,,,
41302339,0,,,
41302341,0,,,
41302340,0,,,
41302380,0,,,
41302405,0,,,
41302408,0,,,
41302362,0,,,
41302416,0,,,
41302427,0,,,
41302433,0,,,
41302440,0,,,
41302449,0,,,
41302444,0,,,
41302454,0,,,
41302458,0,,,
41302447,0,,,
41302466,0,,,
41302469,0,,,
41302489,0,,,
41302482,0,,,
41302476,0,,,
41302468,0,,,
41302496,0,,,
41302491,0,,,
41302490,0,,,
41302501,0,,,
41302504,0,,,
41302508,0,,,
41302506,0,,,
41302519,0,,,
41302545,0,,,
41302554,0,,,
41302548,0,,,
41302534,0,,,
41302526,0,,,
41302514,0,,,
41302555,0,,,
41302600,0,,,
41302597,0,,,
41302609,0,,,
41302599,0,,,
41302594,0,,,
41302563,0,,,
41302583,0,,,
41302603,0,,,
41302577,0,,,
41302618,0,,,
41302615,0,,,
41302627,0,,,
41302612,0,,,
41302633,0,,,
41302617,0,,,
41302650,0,,,
41302625,0,,,
41302635,0,,,
41302649,0,,,
41302660,0,,,
41302684,0,,,
41302668,0,,,
41302696,0,,,
41302694,0,,,
41302657,0,,,
41302675,0,,,
41302688,0,,,
41302656,0,,,
41302699,0,,,
41302729,0,,,
41302703,0,,,
41302714,0,,,
41302731,0,,,
41302710,0,,,
41302718,0,,,
41302723,0,,,
41302709,0,,,
41302706,0,,,
41302749,0,,,
41302756,0,,,
41302741,0,,,
41302771,0,,,
41302748,0,,,
41302758,0,,,
41302753,0,,,
41302786,0,,,
41302775,0,,,
41302776,0,,,
41302839,0,,,
41302765,0,,,
41302791,0,,,
41302769,0,,,
41302785,0,,,
41302829,0,,,
41302797,0,,,
41302834,0,,,
41302819,0,,,
41302840,0,,,
41302908,0,,,
41302842,0,,,
41302895,0,,,
41302872,0,,,
41302864,0,,,
41302903,0,,,
41302851,0,,,
41302924,0,,,
41302918,0,,,
41302938,0,,,
41302933,0,,,
41302953,0,,,
41302996,0,,,
41302943,0,,,
41303014,0,,,
41303015,0,,,
41302966,0,,,
41302931,0,,,
41303104,0,,,
41303027,0,,,
41303085,0,,,
41303110,0,,,
41303063,0,,,
41303096,0,,,
41303057,0,,,
41303107,0,,,
41303158,0,,,
41303130,0,,,
41303185,0,,,
41303133,0,,,
41303173,0,,,
41303118,0,,,
41303163,0,,,
41303153,0,,,
41303188,0,,,
41303184,0,,,
41303145,0,,,
41303202,0,,,
41303210,0,,,
41303223,0,,,
41303200,0,,,
41303226,0,,,
41303241,0,,,
41303220,0,,,
41303238,0,,,
41303274,0,,,
41303254,0,,,
41303262,0,,,
41303276,0,,,
41303277,0,,,
41303283,0,,,
41303289,0,,,
41303297,0,,,
41303288,0,,,
41303316,0,,,
41303313,0,,,
41303331,0,,,
41303353,0,,,
41303322,0,,,
41303317,0,,,
41303360,0,,,
41303371,0,,,
41303366,0,,,
41303365,0,,,
41303390,0,,,
41303418,0,,,
41303423,0,,,
41303375,0,,,
41303424,0,,,
41303429,0,,,
41303440,0,,,
41303449,0,,,
41303460,0,,,
41303478,0,,,
41303439,0,,,
41303514,0,,,
41303501,0,,,
41303483,0,,,
41303511,0,,,
41303509,0,,,
41303508,0,,,
41303510,0,,,
41303516,0,,,
41303521,0,,,
41303526,0,,,
41303528,0,,,
41303534,0,,,
41303550,0,,,
41303545,0,,,
41303685,0,,,
41303616,0,,,
41303686,0,,,
41303601,0,,,
41303589,0,,,
41303567,0,,,
41303703,0,,,
41303551,0,,,
41303563,0,,,
41303612,0,,,
41303554,0,,,
41303709,0,,,
41303692,0,,,
41303698,0,,,
41303645,0,,,
41303675,0,,,
41303712,0,,,
41303615,0,,,
41303713,0,,,
41303733,0,,,
41303756,0,,,
41303727,0,,,
41303792,0,,,
41303765,0,,,
41303804,0,,,
41303786,0,,,
41303743,0,,,
41303777,0,,,
41303790,0,,,
41303738,0,,,
41303768,0,,,
41303776,0,,,
41303753,0,,,
41303742,0,,,
41303730,0,,,
41303757,0,,,
41303745,0,,,
41303719,0,,,
41303820,0,,,
41303822,0,,,
41303839,0,,,
41303856,0,,,
41303888,0,,,
41303845,0,,,
41303893,0,,,
41303920,0,,,
41303897,0,,,
41303890,0,,,
41303844,0,,,
41303830,0,,,
41303896,0,,,
41303903,0,,,
41303915,0,,,
41303907,0,,,
41303904,0,,,
41303906,0,,,
41303922,0,,,
41303811,0,,,
41303923,0,,,
41303965,0,,,
41303937,0,,,
41303933,0,,,
41304032,0,,,
41304008,0,,,
41304071,0,,,
41304043,0,,,
41304039,0,,,
41304089,0,,,
41304058,0,,,
41304149,0,,,
41304085,0,,,
41304056,0,,,
41304046,0,,,
41304141,0,,,
41304143,0,,,
41304136,0,,,
41304102,0,,,
41304118,0,,,
41304155,0,,,
41304169,0,,,
41304193,0,,,
41304157,0,,,
41304212,0,,,
41304223,0,,,
41304232,0,,,
41304249,0,,,
41304250,0,,,
41304236,0,,,
41304238,0,,,
41304251,0,,,
41304233,0,,,
41304243,0,,,
41304255,0,,,
41304252,0,,,
41304253,0,,,
41304261,0,,,
41304247,0,,,
41304263,0,,,
41304259,0,,,
41304267,0,,,
41304281,0,,,
41304269,0,,,
41304284,0,,,
41304285,0,,,
41304287,0,,,
41304298,0,,,
41304288,0,,,
41304299,0,,,
41304336,0,,,
41304297,0,,,
41304296,0,,,
41304306,0,,,
41304355,0,,,
41304361,0,,,
41304360,0,,,
41304371,0,,,
41304346,0,,,
41304359,0,,,
41304339,0,,,
41304342,0,,,
41304354,0,,,
41304350,0,,,
41304372,0,,,
41304373,0,,,
41304374,0,,,
41304385,0,,,
41304398,0,,,
41304402,0,,,
41304412,0,,,
41304401,0,,,
41304409,0,,,
41304400,0,,,
41304416,0,,,
41304425,0,,,
41304446,0,,,
41304423,0,,,
41304465,0,,,
41304475,0,,,
41304470,0,,,
41304476,0,,,
41304462,0,,,
41304451,0,,,
41304479,0,,,
41304489,0,,,
41304487,0,,,
41304490,0,,,
41304493,0,,,
41304522,0,,,
41304524,0,,,
41304497,0,,,
41304499,0,,,
41304530,0,,,
41304515,0,,,
41304534,0,,,
41304532,0,,,
41304538,0,,,
41304544,0,,,
41304535,0,,,
41304555,0,,,
41304542,0,,,
41304551,0,,,
41304546,0,,,
41304557,0,,,
41304568,0,,,
41304558,0,,,
41304580,0,,,
41304608,0,,,
41304599,0,,,
41304631,0,,,
41304641,0,,,
41304642,0,,,
41304637,0,,,
41304621,0,,,
41304694,0,,,
41304616,0,,,
41304653,0,,,
41304644,0,,,
41304663,0,,,
41304666,0,,,
41304680,0,,,
41304639,0,,,
41304682,0,,,
41304699,0,,,
41304702,0,,,
41304705,0,,,
41304713,0,,,
41304723,0,,,
41304745,0,,,
41304764,0,,,
41304785,0,,,
41304725,0,,,
41304790,0,,,
41304852,0,,,
41304857,0,,,
41304815,0,,,
41304887,0,,,
41304928,0,,,
41304848,0,,,
41304818,0,,,
41304796,0,,,
41304805,0,,,
41304906,0,,,
41304930,0,,,
41304855,0,,,
41304889,0,,,
41304946,0,,,
41304951,0,,,
41305043,0,,,
41305023,0,,,
41305049,0,,,
41305040,0,,,
41305069,0,,,
41305124,0,,,
41305095,0,,,
41305108,0,,,
41305212,0,,,
41305164,0,,,
41305131,0,,,
41305166,0,,,
41305146,0,,,
41305130,0,,,
41305213,0,,,
41305144,0,,,
41305133,0,,,
41305211,0,,,
41305243,0,,,
41305231,0,,,
41305142,0,,,
41305192,0,,,
41305226,0,,,
41305225,0,,,
41305248,0,,,
41305253,0,,,
41305255,0,,,
41305261,0,,,
41305279,0,,,
41305264,0,,,
41305340,0,,,
41305339,0,,,
41305314,0,,,
41305281,0,,,
41305282,0,,,
41305290,0,,,
41305286,0,,,
41305318,0,,,
41305294,0,,,
41305338,0,,,
41305345,0,,,
41305311,0,,,
41305342,0,,,
41305327,0,,,
41305335,0,,,
41305310,0,,,
41305357,0,,,
41305283,0,,,
41305358,0,,,
41305360,0,,,
41305369,0,,,
41305370,0,,,
41305381,0,,,
41305390,0,,,
41305389,0,,,
41305437,0,,,
41305393,0,,,
41305398,0,,,
41305409,0,,,
41305442,0,,,
