colum1,colum2,Columna1,Columna2,Columna2
08108985,2,,,
08108987,2,,,
08108988,2,,,
08108992,2,,,
08108998,2,,,
08109015,2,,,
08109030,2,,,
08109094,2,,,
08109097,2,,,
08109105,2,,,
08109136,2,,,
08109140,2,,,
08109141,2,,,
08109146,2,,,
08109155,2,,,
08109159,2,,,
08109162,2,,,
08109163,2,,,
08109167,2,,,
08109239,2,,,
08109262,2,,,
08109264,2,,,
08109286,2,,,
08109295,2,,,
08109301,2,,,
08109324,2,,,
08109325,2,,,
08109336,2,,,
08109338,2,,,
08109342,2,,,
08109347,2,,,
08109349,2,,,
08109358,2,,,
08109359,2,,,
08109365,2,,,
08109391,2,,,
08109393,2,,,
08109426,2,,,
08109430,2,,,
08109482,2,,,
08109531,2,,,
08109555,2,,,
08109561,2,,,
08109576,2,,,
08109583,2,,,
08109584,2,,,
08109588,2,,,
08109608,2,,,
08109610,2,,,
08109629,2,,,
08109639,2,,,
08109640,2,,,
08109647,2,,,
08109657,2,,,
08109663,2,,,
08109678,2,,,
08109687,2,,,
08109690,2,,,
08109709,2,,,
08109715,2,,,
08109717,2,,,
08109739,2,,,
08109755,2,,,
08109770,2,,,
08109776,2,,,
08109797,2,,,
08109804,2,,,
08109816,2,,,
08109819,2,,,
08109829,2,,,
08109835,2,,,
08109839,2,,,
08109841,2,,,
08109844,2,,,
08109857,2,,,
08109869,2,,,
08109873,2,,,
08109879,2,,,
08109892,2,,,
08109893,2,,,
08109897,2,,,
08109909,2,,,
08109916,2,,,
08109919,2,,,
08109931,2,,,
08109950,2,,,
08109956,2,,,
08109967,2,,,
08109969,2,,,
08109977,2,,,
08109998,2,,,
08110008,2,,,
08110022,2,,,
08110027,2,,,
08110029,2,,,
08110036,2,,,
08110047,2,,,
08110051,2,,,
08110090,2,,,
08110093,2,,,
08110098,2,,,
08110114,2,,,
08110116,2,,,
08110119,2,,,
08110125,2,,,
08110129,2,,,
08092726,2,,,
08092741,2,,,
08092743,2,,,
08092754,2,,,
08092766,2,,,
08092781,2,,,
08092790,2,,,
08092827,2,,,
08092835,2,,,
08092856,2,,,
08092866,2,,,
08092868,2,,,
08092886,2,,,
08092887,2,,,
08092957,2,,,
08092989,2,,,
08093005,2,,,
08093010,2,,,
08093021,2,,,
08093027,2,,,
08093040,2,,,
08093058,2,,,
08093073,2,,,
08093101,2,,,
08093108,2,,,
08093125,2,,,
08093161,2,,,
08093206,2,,,
08093215,2,,,
08093221,2,,,
08093229,2,,,
08093232,2,,,
08093253,2,,,
08093255,2,,,
08093267,2,,,
08093293,2,,,
08093309,2,,,
08093345,2,,,
08093349,2,,,
08093371,2,,,
08093374,2,,,
08093407,2,,,
08093436,2,,,
08093441,2,,,
08093462,2,,,
08093463,2,,,
08093481,2,,,
08093484,2,,,
08093523,2,,,
08093526,2,,,
08093595,2,,,
08093611,2,,,
08093615,2,,,
08093637,2,,,
08093660,2,,,
08093674,2,,,
08093678,2,,,
08093699,2,,,
08093733,2,,,
08093747,2,,,
08093751,2,,,
08093772,2,,,
08093801,2,,,
08093818,2,,,
08093848,2,,,
08093850,2,,,
08093873,2,,,
08093884,2,,,
08093923,2,,,
08093931,2,,,
08093939,2,,,
08093940,2,,,
08093944,2,,,
08093954,2,,,
08094012,2,,,
08094024,2,,,
08094030,2,,,
08094041,2,,,
08094085,2,,,
08094103,2,,,
08094110,2,,,
08094111,2,,,
08094127,2,,,
08094142,2,,,
08094164,2,,,
08094173,2,,,
08094197,2,,,
08094213,2,,,
08094238,2,,,
08094250,2,,,
08094254,2,,,
08094266,2,,,
08094272,2,,,
08094278,2,,,
08094282,2,,,
08094309,2,,,
08094314,2,,,
08094334,2,,,
08094376,2,,,
08094400,2,,,
08094402,2,,,
08094403,2,,,
08094404,2,,,
08094419,2,,,
08094436,2,,,
08094476,2,,,
08094477,2,,,
08094485,2,,,
08094487,2,,,
08094502,2,,,
08094510,2,,,
08094515,2,,,
08094526,2,,,
08094551,2,,,
08094563,2,,,
08094615,2,,,
08094619,2,,,
08094653,2,,,
08094701,2,,,
08094709,2,,,
08094761,2,,,
08094774,2,,,
08094778,2,,,
08094782,2,,,
08094804,2,,,
08094822,2,,,
08094831,2,,,
08094836,2,,,
08094903,2,,,
08094904,2,,,
08094915,2,,,
08094921,2,,,
08094932,2,,,
08094940,2,,,
08094949,2,,,
08094953,2,,,
08094965,2,,,
08094968,2,,,
08094990,2,,,
08094998,2,,,
08095032,2,,,
08095033,2,,,
08095037,2,,,
08095054,2,,,
08095094,2,,,
08095098,2,,,
08095100,2,,,
08095104,2,,,
08095115,2,,,
08095167,2,,,
08095170,2,,,
08095174,2,,,
08095177,2,,,
08095180,2,,,
08095182,2,,,
08095219,2,,,
08095224,2,,,
08095238,2,,,
08095247,2,,,
08095260,2,,,
08095261,2,,,
08095333,2,,,
08095334,2,,,
08095342,2,,,
08095375,2,,,
08095384,2,,,
08095390,2,,,
08095391,2,,,
08095395,2,,,
08095429,2,,,
08095433,2,,,
08095465,2,,,
08095475,2,,,
08095484,2,,,
08095512,2,,,
08095513,2,,,
08095518,2,,,
08095560,2,,,
08095574,2,,,
08095623,2,,,
08095637,2,,,
08095652,2,,,
08095653,2,,,
08095673,2,,,
08095674,2,,,
08095687,2,,,
08095707,2,,,
08095711,2,,,
08095714,2,,,
08095717,2,,,
08095732,2,,,
08095749,2,,,
08095761,2,,,
08095790,2,,,
08095812,2,,,
08095842,2,,,
08095854,2,,,
08095859,2,,,
08095861,2,,,
08095862,2,,,
08095863,2,,,
08095866,2,,,
08095867,2,,,
08095874,2,,,
08095937,2,,,
08095939,2,,,
08095956,2,,,
08095964,2,,,
08095994,2,,,
08096012,2,,,
08096014,2,,,
08096021,2,,,
08096028,2,,,
08096036,2,,,
08096045,2,,,
08096052,2,,,
08096071,2,,,
08096072,2,,,
08096074,2,,,
08096089,2,,,
08096092,2,,,
08096099,2,,,
08096100,2,,,
08096102,2,,,
08096126,2,,,
08096132,2,,,
08096154,2,,,
08096156,2,,,
08096157,2,,,
08096161,2,,,
08096184,2,,,
08096187,2,,,
08096192,2,,,
08096224,2,,,
08096231,2,,,
08096238,2,,,
08096265,2,,,
08096324,2,,,
08096335,2,,,
08096348,2,,,
08096360,2,,,
08096370,2,,,
08096386,2,,,
08096393,2,,,
08096400,2,,,
08096409,2,,,
08096411,2,,,
08096413,2,,,
08096421,2,,,
08096447,2,,,
08096449,2,,,
08096460,2,,,
08096492,2,,,
08096508,2,,,
08096539,2,,,
08096550,2,,,
08096557,2,,,
08096558,2,,,
08096580,2,,,
08096586,2,,,
08096594,2,,,
08096595,2,,,
08096608,2,,,
08096633,2,,,
08096639,2,,,
08096649,2,,,
08096655,2,,,
08096668,2,,,
08096691,2,,,
08096704,2,,,
08096713,2,,,
08096714,2,,,
08096740,2,,,
08096756,2,,,
08096788,2,,,
08096807,2,,,
08096818,2,,,
08096822,2,,,
08096832,2,,,
08096855,2,,,
08096856,2,,,
08096859,2,,,
08096881,2,,,
08096890,2,,,
08096921,2,,,
08096930,2,,,
08096954,2,,,
08096963,2,,,
08096973,2,,,
08096974,2,,,
08096981,2,,,
08096983,2,,,
08096996,2,,,
08097000,2,,,
08097012,2,,,
08097031,2,,,
08097036,2,,,
08097037,2,,,
08097039,2,,,
08097053,2,,,
08097086,2,,,
08097106,2,,,
08097115,2,,,
08097116,2,,,
08097120,2,,,
08097161,2,,,
08097163,2,,,
08097179,2,,,
08097180,2,,,
08097222,2,,,
08097233,2,,,
08097243,2,,,
08097250,2,,,
08097255,2,,,
08097262,2,,,
08097269,2,,,
08097287,2,,,
08097295,2,,,
08097301,2,,,
08097344,2,,,
08097345,2,,,
08097365,2,,,
08097442,2,,,
08097448,2,,,
08097458,2,,,
08097465,2,,,
08097478,2,,,
08097489,2,,,
08097503,2,,,
08097527,2,,,
08097543,2,,,
08097566,2,,,
08097572,2,,,
08097586,2,,,
08097588,2,,,
08097600,2,,,
08097601,2,,,
08097602,2,,,
08097628,2,,,
08097675,2,,,
08097686,2,,,
08097710,2,,,
08097722,2,,,
08097729,2,,,
08097737,2,,,
08097741,2,,,
08097751,2,,,
08097775,2,,,
08097781,2,,,
08097791,2,,,
08097820,2,,,
08097822,2,,,
08097826,2,,,
08097837,2,,,
08097844,2,,,
08097847,2,,,
08097849,2,,,
08097850,2,,,
08097864,2,,,
08097869,2,,,
08097873,2,,,
08097887,2,,,
08097888,2,,,
08097895,2,,,
08097898,2,,,
08097925,2,,,
08097931,2,,,
08097944,2,,,
08097946,2,,,
08097953,2,,,
08097961,2,,,
08097982,2,,,
08097995,2,,,
08097999,2,,,
08098001,2,,,
08098049,2,,,
08098070,2,,,
08098090,2,,,
08098102,2,,,
08098116,2,,,
08098118,2,,,
08098146,2,,,
08098152,2,,,
08098156,2,,,
08098157,2,,,
08098164,2,,,
08098175,2,,,
08098191,2,,,
08098192,2,,,
08098202,2,,,
08098208,2,,,
08098211,2,,,
08098225,2,,,
08098246,2,,,
08098277,2,,,
08098285,2,,,
08098288,2,,,
08098292,2,,,
08098297,2,,,
08098302,2,,,
08098305,2,,,
08098333,2,,,
08098366,2,,,
08098391,2,,,
08098397,2,,,
08098400,2,,,
08098427,2,,,
08098431,2,,,
08098437,2,,,
08098450,2,,,
08098461,2,,,
08098463,2,,,
08098464,2,,,
08098465,2,,,
08098466,2,,,
08098475,2,,,
08098476,2,,,
08098483,2,,,
08098492,2,,,
08098495,2,,,
08098498,2,,,
08098508,2,,,
08098516,2,,,
08098555,2,,,
08098566,2,,,
08098577,2,,,
08098582,2,,,
08098583,2,,,
08098590,2,,,
08098593,2,,,
08098598,2,,,
08098605,2,,,
08098621,2,,,
08098634,2,,,
08098656,2,,,
08098684,2,,,
08098694,2,,,
08098708,2,,,
08098711,2,,,
08098722,2,,,
08098741,2,,,
08098763,2,,,
08098769,2,,,
08098779,2,,,
08098784,2,,,
08098785,2,,,
08098788,2,,,
08098789,2,,,
08098812,2,,,
08098820,2,,,
08098828,2,,,
08098830,2,,,
08098849,2,,,
08098861,2,,,
08098863,2,,,
08098867,2,,,
08098905,2,,,
08098937,2,,,
08098957,2,,,
08098996,2,,,
08099002,2,,,
08099011,2,,,
08099015,2,,,
08099036,2,,,
08099039,2,,,
08099041,2,,,
08099087,2,,,
08099109,2,,,
