co1,co2,Columna1,Columna2,Columna2
08241447,0,,,
08241448,0,,,
08241449,0,,,
08241450,0,,,
08241451,0,,,
08241452,0,,,
08241453,0,,,
08241454,0,,,
08241455,0,,,
08241456,0,,,
08241457,0,,,
08241458,0,,,
08241459,0,,,
08241460,0,,,
08241461,0,,,
08241462,0,,,
08241463,0,,,
08241464,0,,,
08241465,0,,,
08241466,0,,,
08241467,0,,,
08241468,0,,,
08241469,0,,,
08241470,0,,,
08241471,0,,,
08241472,0,,,
08241473,0,,,
08241474,0,,,
08241475,0,,,
08241476,0,,,
08241477,0,,,
08241478,0,,,
08241479,0,,,
08241480,0,,,
08241481,0,,,
08241482,0,,,
08241483,0,,,
08241484,0,,,
08241485,0,,,
08241486,0,,,
08241487,0,,,
08241488,0,,,
08241489,0,,,
08241490,0,,,
08241491,0,,,
08241492,0,,,
08241493,0,,,
08241494,0,,,
08241495,0,,,
08241496,0,,,
08241497,0,,,
08241498,0,,,
08241499,0,,,
08241500,0,,,
08241501,0,,,
08241502,0,,,
08241503,0,,,
08241504,0,,,
08241505,0,,,
08241506,0,,,
08241507,0,,,
08241508,0,,,
08241509,0,,,
08241510,0,,,
08241511,0,,,
08241512,0,,,
08241513,0,,,
08241514,0,,,
08241515,0,,,
08241516,0,,,
08241517,0,,,
08241518,0,,,
08241519,0,,,
08241520,0,,,
08241521,0,,,
08241522,0,,,
08241523,0,,,
08241524,0,,,
08241525,0,,,
08241526,0,,,
08241527,0,,,
08241528,0,,,
08241529,0,,,
08241530,0,,,
08241531,0,,,
08241532,0,,,
08241533,0,,,
08241534,0,,,
08241535,0,,,
08241536,0,,,
08241537,0,,,
08241538,0,,,
08241539,0,,,
08241540,0,,,
08241541,0,,,
08241542,0,,,
08241543,0,,,
08241544,0,,,
08241545,0,,,
08241546,0,,,
08241547,0,,,
08241548,0,,,
08241549,0,,,
08241550,0,,,
08241551,0,,,
08241552,0,,,
08241553,0,,,
08241554,0,,,
08241555,0,,,
08241556,0,,,
08241557,0,,,
08241558,0,,,
08241559,0,,,
08241560,0,,,
08241561,0,,,
08241562,0,,,
08241563,0,,,
08241564,0,,,
08241565,0,,,
08241566,0,,,
08241567,0,,,
08241568,0,,,
08241569,0,,,
08241570,0,,,
08241571,0,,,
08241572,0,,,
08241573,0,,,
08241574,0,,,
08241575,0,,,
08241576,0,,,
08241577,0,,,
08241578,0,,,
08241579,0,,,
08241580,0,,,
08241581,0,,,
08241582,0,,,
08241583,0,,,
08241584,0,,,
08241585,0,,,
08241586,0,,,
08241587,0,,,
08241588,0,,,
08241589,0,,,
08241590,0,,,
08241591,0,,,
08241592,0,,,
08241593,0,,,
08241594,0,,,
08241595,0,,,
08241596,0,,,
08241597,0,,,
08241598,0,,,
08241599,0,,,
08241600,0,,,
08241601,0,,,
08241602,0,,,
08241603,0,,,
08241604,0,,,
08241605,0,,,
08241606,0,,,
08241607,0,,,
08241608,0,,,
08241609,0,,,
08241610,0,,,
08241611,0,,,
08241612,0,,,
08241613,0,,,
08241614,0,,,
08241615,0,,,
08241616,0,,,
08241617,0,,,
08241618,0,,,
08241619,0,,,
08241620,0,,,
08241621,0,,,
08241622,0,,,
08241623,0,,,
08241624,0,,,
08241625,0,,,
08241626,0,,,
08241627,0,,,
08241628,0,,,
08241629,0,,,
08241630,0,,,
08241631,0,,,
08241632,0,,,
08241633,0,,,
08241634,0,,,
08241635,0,,,
08241636,0,,,
08241637,0,,,
08241638,0,,,
08241639,0,,,
08241640,0,,,
08241641,0,,,
08241642,0,,,
08241643,0,,,
08241644,0,,,
08241645,0,,,
08241646,0,,,
08241647,0,,,
08241648,0,,,
08241649,0,,,
08241650,0,,,
08241651,0,,,
08241652,0,,,
08241653,0,,,
08241654,0,,,
08241655,0,,,
08241656,0,,,
08241657,0,,,
08241658,0,,,
08241659,0,,,
08241660,0,,,
08241661,0,,,
08241662,0,,,
08241663,0,,,
08241664,0,,,
08241665,0,,,
08241666,0,,,
08241667,0,,,
08241668,0,,,
08241669,0,,,
08241670,0,,,
08241671,0,,,
08241672,0,,,
08241673,0,,,
08241674,0,,,
08241675,0,,,
08241676,0,,,
08241677,0,,,
08241678,0,,,
08241679,0,,,
08241680,0,,,
08241681,0,,,
08241682,0,,,
08241683,0,,,
08241684,0,,,
08241685,0,,,
08241686,0,,,
08241687,0,,,
08241688,0,,,
08241689,0,,,
08241690,0,,,
08241691,0,,,
08241692,0,,,
08241693,0,,,
08241694,0,,,
08241695,0,,,
08241696,0,,,
08241697,0,,,
08241698,0,,,
08241699,0,,,
08241700,0,,,
08241701,0,,,
08241702,0,,,
08241703,0,,,
08241704,0,,,
08241705,0,,,
08241706,0,,,
08241707,0,,,
08241708,0,,,
08241709,0,,,
08241710,0,,,
08241711,0,,,
08241712,0,,,
08241713,0,,,
08241714,0,,,
08241715,0,,,
08241716,0,,,
08241717,0,,,
08241718,0,,,
08241719,0,,,
08241720,0,,,
08241721,0,,,
08241722,0,,,
08241723,0,,,
08241724,0,,,
08241725,0,,,
08241726,0,,,
08241727,0,,,
08241728,0,,,
08241729,0,,,
08241730,0,,,
08241731,0,,,
08241732,0,,,
08241733,0,,,
08241734,0,,,
08241735,0,,,
08241736,0,,,
08241737,0,,,
08241738,0,,,
08241739,0,,,
08241740,0,,,
08241741,0,,,
08241742,0,,,
08241743,0,,,
08241744,0,,,
08241745,0,,,
08241746,0,,,
08241747,0,,,
08241748,0,,,
08241749,0,,,
08241750,0,,,
08241751,0,,,
08241752,0,,,
08241753,0,,,
08241754,0,,,
08241755,0,,,
08241756,0,,,
08241757,0,,,
08241758,0,,,
08241759,0,,,
08241760,0,,,
08241761,0,,,
08241762,0,,,
08241763,0,,,
08241764,0,,,
08241765,0,,,
08241766,0,,,
08241767,0,,,
08241768,0,,,
08241769,0,,,
08241770,0,,,
08241771,0,,,
08241772,0,,,
08241773,0,,,
08241774,0,,,
08241775,0,,,
08241776,0,,,
08241777,0,,,
08241778,0,,,
08241779,0,,,
08241780,0,,,
08241781,0,,,
08241782,0,,,
08241783,0,,,
08241784,0,,,
08241785,0,,,
08241786,0,,,
08241787,0,,,
08241788,0,,,
08241789,0,,,
08241790,0,,,
08241791,0,,,
08241792,0,,,
08241793,0,,,
08241794,0,,,
08241795,0,,,
08241796,0,,,
08241797,0,,,
08241798,0,,,
08241799,0,,,
08241800,0,,,
08241801,0,,,
08241802,0,,,
08241803,0,,,
08241804,0,,,
08241805,0,,,
08241806,0,,,
08241807,0,,,
08241808,0,,,
08241809,0,,,
08241810,0,,,
08241811,0,,,
08241812,0,,,
08241813,0,,,
08241814,0,,,
08241815,0,,,
08241816,0,,,
08241817,0,,,
08241818,0,,,
08241819,0,,,
08241820,0,,,
08241821,0,,,
08241822,0,,,
08241823,0,,,
08241824,0,,,
08241825,0,,,
08241826,0,,,
08241827,0,,,
08241828,0,,,
08241829,0,,,
08241830,0,,,
08241831,0,,,
08241832,0,,,
08241833,0,,,
08241834,0,,,
08241835,0,,,
08241836,0,,,
08241837,0,,,
08241838,0,,,
08241839,0,,,
08241840,0,,,
08241841,0,,,
08241842,0,,,
08241843,0,,,
08241844,0,,,
08241845,0,,,
08241846,0,,,
08241847,0,,,
08241848,0,,,
08241849,0,,,
08241850,0,,,
08241851,0,,,
08241852,0,,,
08241853,0,,,
08241854,0,,,
08241855,0,,,
08241856,0,,,
08241857,0,,,
08241858,0,,,
08241859,0,,,
08241860,0,,,
08241861,0,,,
08241862,0,,,
08241863,0,,,
08241864,0,,,
08241865,0,,,
08241866,0,,,
08241867,0,,,
08241868,0,,,
08241869,0,,,
08241870,0,,,
08241871,0,,,
08241872,0,,,
08241873,0,,,
08241874,0,,,
08241875,0,,,
08241876,0,,,
08241877,0,,,
08241878,0,,,
08241879,0,,,
08241880,0,,,
08241881,0,,,
08241882,0,,,
08241883,0,,,
08241884,0,,,
08241885,0,,,
08241886,0,,,
08241887,0,,,
08241888,0,,,
08241889,0,,,
08241890,0,,,
08241891,0,,,
08241892,0,,,
08241893,0,,,
08241894,0,,,
08241895,0,,,
08241896,0,,,
08241897,0,,,
08241898,0,,,
08241899,0,,,
08241900,0,,,
08241901,0,,,
08241902,0,,,
08241903,0,,,
08241904,0,,,
08241905,0,,,
08241906,0,,,
08241907,0,,,
08241908,0,,,
08241909,0,,,
08241910,0,,,
08241911,0,,,
08241912,0,,,
08241913,0,,,
08241914,0,,,
08241915,0,,,
08241916,0,,,
08241917,0,,,
08241918,0,,,
08241919,0,,,
08241920,0,,,
08241921,0,,,
08241922,0,,,
08241923,0,,,
08241924,0,,,
08241925,0,,,
08241926,0,,,
08241927,0,,,
08241928,0,,,
08241929,0,,,
08241930,0,,,
08241931,0,,,
08241932,0,,,
08241933,0,,,
08241934,0,,,
08241935,0,,,
08241936,0,,,
08241937,0,,,
08241938,0,,,
08241939,0,,,
08241940,0,,,
08241941,0,,,
08241942,0,,,
08241943,0,,,
08241944,0,,,
08241945,0,,,
08241946,0,,,
08241947,0,,,
08241948,0,,,
08241949,0,,,
08241950,0,,,
08241951,0,,,
08241952,0,,,
08241953,0,,,
08241954,0,,,
08241955,0,,,
08241956,0,,,
08241957,0,,,
08241958,0,,,
08241959,0,,,
08241960,0,,,
08241961,0,,,
08241962,0,,,
08241963,0,,,
08241964,0,,,
08241965,0,,,
08241966,0,,,
08241967,0,,,
08241968,0,,,
08241969,0,,,
08241970,0,,,
08241971,0,,,
08241972,0,,,
08241973,0,,,
08241974,0,,,
08241975,0,,,
08241976,0,,,
08241977,0,,,
08241978,0,,,
08241979,0,,,
08241980,0,,,
08241981,0,,,
08241982,0,,,
08241983,0,,,
08241984,0,,,
08241985,0,,,
08241986,0,,,
08241987,0,,,
08241988,0,,,
08241989,0,,,
08241990,0,,,
08241991,0,,,
08241992,0,,,
08241993,0,,,
08241994,0,,,
08241995,0,,,
08241996,0,,,
08241997,0,,,
08241998,0,,,
08241999,0,,,
08242000,0,,,
08242001,0,,,
08242002,0,,,
08242003,0,,,
08242004,0,,,
08242005,0,,,
08242006,0,,,
08242007,0,,,
08242008,0,,,
08242009,0,,,
08242010,0,,,
08242011,0,,,
08242012,0,,,
08242013,0,,,
08242014,0,,,
08242015,0,,,
08242016,0,,,
08242017,0,,,
08242018,0,,,
08242019,0,,,
08242020,0,,,
08242021,0,,,
08242022,0,,,
08242023,0,,,
08242024,0,,,
08242025,0,,,
08242026,0,,,
08242027,0,,,
08242028,0,,,
08242029,0,,,
08242030,0,,,
08242031,0,,,
08242032,0,,,
08242033,0,,,
08242034,0,,,
08242035,0,,,
08242036,0,,,
08242037,0,,,
08242038,0,,,
08242039,0,,,
08242040,0,,,
08242041,0,,,
08242042,0,,,
08242043,0,,,
08242044,0,,,
08242045,0,,,
08242046,0,,,
08242047,0,,,
08242048,0,,,
08242049,0,,,
08242050,0,,,
08242051,0,,,
08242052,0,,,
08242053,0,,,
08242054,0,,,
08242055,0,,,
08242056,0,,,
08242057,0,,,
08242058,0,,,
08242059,0,,,
08242060,0,,,
08242061,0,,,
08242062,0,,,
08242063,0,,,
08242064,0,,,
08242065,0,,,
08242066,0,,,
08242067,0,,,
08242068,0,,,
08242069,0,,,
08242070,0,,,
08242071,0,,,
08242072,0,,,
08242073,0,,,
08242074,0,,,
08242075,0,,,
08242076,0,,,
08242077,0,,,
08242078,0,,,
08242079,0,,,
08242080,0,,,
08242081,0,,,
08242082,0,,,
08242083,0,,,
08242084,0,,,
08242085,0,,,
08242086,0,,,
08242087,0,,,
08242088,0,,,
08242089,0,,,
08242090,0,,,
08242091,0,,,
08242092,0,,,
08242093,0,,,
08242094,0,,,
08242095,0,,,
08242096,0,,,
08242097,0,,,
08242098,0,,,
08242099,0,,,
08242100,0,,,
08242101,0,,,
08242102,0,,,
08242103,0,,,
08242104,0,,,
08242105,0,,,
08242106,0,,,
08242107,0,,,
08242108,0,,,
08242109,0,,,
08242110,0,,,
08242111,0,,,
08242112,0,,,
08242113,0,,,
08242114,0,,,
08242115,0,,,
08242116,0,,,
08242117,0,,,
08242118,0,,,
08242119,0,,,
08242120,0,,,
08242121,0,,,
08242122,0,,,
08242123,0,,,
08242124,0,,,
08242125,0,,,
08242126,0,,,
08242127,0,,,
08242128,0,,,
08242129,0,,,
08242130,0,,,
08242131,0,,,
08242132,0,,,
08242133,0,,,
08242134,0,,,
08242135,0,,,
08242136,0,,,
08242137,0,,,
08242138,0,,,
08242139,0,,,
08242140,0,,,
08242141,0,,,
08242142,0,,,
08242143,0,,,
08242144,0,,,
08242145,0,,,
08242146,0,,,
08242147,0,,,
08242148,0,,,
08242149,0,,,
08242150,0,,,
08242151,0,,,
08242152,0,,,
08242153,0,,,
08242154,0,,,
08242155,0,,,
08242156,0,,,
08242157,0,,,
08242158,0,,,
08242159,0,,,
08242160,0,,,
08242161,0,,,
08242162,0,,,
08242163,0,,,
08242164,0,,,
08242165,0,,,
08242166,0,,,
08242167,0,,,
08242168,0,,,
08242169,0,,,
08242170,0,,,
08242171,0,,,
08242172,0,,,
08242173,0,,,
08242174,0,,,
08242175,0,,,
08242176,0,,,
08242177,0,,,
08242178,0,,,
08242179,0,,,
08242180,0,,,
08242181,0,,,
08242182,0,,,
08242183,0,,,
08242184,0,,,
08242185,0,,,
08242186,0,,,
08242187,0,,,
08242188,0,,,
08242189,0,,,
08242190,0,,,
08242191,0,,,
08242192,0,,,
08242193,0,,,
08242194,0,,,
08242195,0,,,
08242196,0,,,
08242197,0,,,
08242198,0,,,
08242199,0,,,
08242200,0,,,
08242201,0,,,
08242202,0,,,
08242203,0,,,
08242204,0,,,
08242205,0,,,
08242206,0,,,
08242207,0,,,
08242208,0,,,
08242209,0,,,
08242210,0,,,
08242211,0,,,
08242212,0,,,
08242213,0,,,
08242214,0,,,
08242215,0,,,
08242216,0,,,
08242217,0,,,
08242218,0,,,
08242219,0,,,
08242220,0,,,
08242221,0,,,
08242222,0,,,
08242223,0,,,
08242224,0,,,
08242225,0,,,
08242226,0,,,
08242227,0,,,
08242228,0,,,
08242229,0,,,
08242230,0,,,
08242231,0,,,
08242232,0,,,
08242233,0,,,
08242234,0,,,
08242235,0,,,
08242236,0,,,
08242237,0,,,
08242238,0,,,
08242239,0,,,
08242240,0,,,
08242241,0,,,
08242242,0,,,
08242243,0,,,
08242244,0,,,
08242245,0,,,
08242246,0,,,
08242247,0,,,
08242248,0,,,
08242249,0,,,
08242250,0,,,
08242251,0,,,
08242252,0,,,
08242253,0,,,
08242254,0,,,
08242255,0,,,
08242256,0,,,
08242257,0,,,
08242258,0,,,
08242259,0,,,
08242260,0,,,
08242261,0,,,
08242262,0,,,
08242263,0,,,
08242264,0,,,
08242265,0,,,
08242266,0,,,
08242267,0,,,
08242268,0,,,
08242269,0,,,
08242270,0,,,
08242271,0,,,
08242272,0,,,
08242273,0,,,
08242274,0,,,
08242275,0,,,
08242276,0,,,
08242277,0,,,
08242278,0,,,
08242279,0,,,
08242280,0,,,
08242281,0,,,
08242282,0,,,
08242283,0,,,
08242284,0,,,
08242285,0,,,
08242286,0,,,
08242287,0,,,
08242288,0,,,
08242289,0,,,
08242290,0,,,
08242291,0,,,
08242292,0,,,
08242293,0,,,
08242294,0,,,
08242295,0,,,
08242296,0,,,
08242297,0,,,
08242298,0,,,
08242299,0,,,
08242300,0,,,
08242301,0,,,
08242302,0,,,
08242303,0,,,
08242304,0,,,
08242305,0,,,
08242306,0,,,
08242307,0,,,
08242308,0,,,
08242309,0,,,
08242310,0,,,
08242311,0,,,
08242312,0,,,
08242313,0,,,
08242314,0,,,
08242315,0,,,
08242316,0,,,
08242317,0,,,
08242318,0,,,
08242319,0,,,
08242320,0,,,
08242321,0,,,
08242322,0,,,
08242323,0,,,
08242324,0,,,
08242325,0,,,
08242326,0,,,
08242327,0,,,
08242328,0,,,
08242329,0,,,
08242330,0,,,
08242331,0,,,
08242332,0,,,
08242333,0,,,
08242334,0,,,
08242335,0,,,
08242336,0,,,
08242337,0,,,
08242338,0,,,
08242339,0,,,
08242340,0,,,
08242341,0,,,
08242342,0,,,
08242343,0,,,
08242344,0,,,
08242345,0,,,
08242346,0,,,
08242347,0,,,
08242348,0,,,
08242349,0,,,
08242350,0,,,
08242351,0,,,
08242352,0,,,
08242353,0,,,
08242354,0,,,
08242355,0,,,
08242356,0,,,
08242357,0,,,
08242358,0,,,
08242359,0,,,
08242360,0,,,
08242361,0,,,
08242362,0,,,
08242363,0,,,
08242364,0,,,
08242365,0,,,
08242366,0,,,
08242367,0,,,
08242368,0,,,
08242369,0,,,
08242370,0,,,
08242371,0,,,
08242372,0,,,
08242373,0,,,
08242374,0,,,
08242375,0,,,
08242376,0,,,
08242377,0,,,
08242378,0,,,
08242379,0,,,
08242380,0,,,
08242381,0,,,
08242382,0,,,
08242383,0,,,
08242384,0,,,
08242385,0,,,
08242386,0,,,
08242387,0,,,
08242388,0,,,
08242389,0,,,
08242390,0,,,
08242391,0,,,
08242392,0,,,
08242393,0,,,
08242394,0,,,
08242395,0,,,
08242396,0,,,
08242397,0,,,
08242398,0,,,
08242399,0,,,
08242400,0,,,
08242401,0,,,
08242402,0,,,
08242403,0,,,
08242404,0,,,
08242405,0,,,
08242406,0,,,
08242407,0,,,
08242408,0,,,
08242409,0,,,
08242410,0,,,
08242411,0,,,
08242412,0,,,
08242413,0,,,
08242414,0,,,
08242415,0,,,
08242416,0,,,
08242417,0,,,
08242418,0,,,
08242419,0,,,
08242420,0,,,
08242421,0,,,
08242422,0,,,
08242423,0,,,
08242424,0,,,
08242425,0,,,
08242426,0,,,
08242427,0,,,
08242428,0,,,
08242429,0,,,
08242430,0,,,
08242431,0,,,
08242432,0,,,
08242433,0,,,
08242434,0,,,
08242435,0,,,
08242436,0,,,
08242437,0,,,
08242438,0,,,
08242439,0,,,
08242440,0,,,
08242441,0,,,
08242442,0,,,
08242443,0,,,
08242444,0,,,
08242445,0,,,
08242446,0,,,
08242447,0,,,
08242448,0,,,
08242449,0,,,
08242450,0,,,
08242451,0,,,
08242452,0,,,
08242453,0,,,
08242454,0,,,
08242455,0,,,
08242456,0,,,
08242457,0,,,
08242458,0,,,
08242459,0,,,
08242460,0,,,
08242461,0,,,
08242462,0,,,
08242463,0,,,
08242464,0,,,
08242465,0,,,
08242466,0,,,
08242467,0,,,
08242468,0,,,
08242469,0,,,
08242470,0,,,
08242471,0,,,
08242472,0,,,
08242473,0,,,
08242474,0,,,
08242475,0,,,
08242476,0,,,
08242477,0,,,
08242478,0,,,
08242479,0,,,
08242480,0,,,
08242481,0,,,
08242482,0,,,
08242483,0,,,
08242484,0,,,
08242485,0,,,
08242486,0,,,
08242487,0,,,
08242488,0,,,
08242489,0,,,
08242490,0,,,
08242491,0,,,
08242492,0,,,
08242493,0,,,
08242494,0,,,
08242495,0,,,
08242496,0,,,
08242497,0,,,
08242498,0,,,
08242499,0,,,
08242500,0,,,
08242501,0,,,
08242502,0,,,
08242503,0,,,
08242504,0,,,
08242505,0,,,
08242506,0,,,
08242507,0,,,
08242508,0,,,
08242509,0,,,
08242510,0,,,
08242511,0,,,
08242512,0,,,
08242513,0,,,
08242514,0,,,
08242515,0,,,
08242516,0,,,
08242517,0,,,
08242518,0,,,
08242519,0,,,
08242520,0,,,
08242521,0,,,
08242522,0,,,
08242523,0,,,
08242524,0,,,
08242525,0,,,
08242526,0,,,
08242527,0,,,
08242528,0,,,
08242529,0,,,
08242530,0,,,
08242531,0,,,
08242532,0,,,
08242533,0,,,
08242534,0,,,
08242535,0,,,
08242536,0,,,
08242537,0,,,
08242538,0,,,
08242539,0,,,
08242540,0,,,
08242541,0,,,
08242542,0,,,
08242543,0,,,
08242544,0,,,
08242545,0,,,
08242546,0,,,
08242547,0,,,
08242548,0,,,
08242549,0,,,
08242550,0,,,
08242551,0,,,
08242552,0,,,
08242553,0,,,
08242554,0,,,
08242555,0,,,
08242556,0,,,
08242557,0,,,
08242558,0,,,
08242559,0,,,
08242560,0,,,
08242561,0,,,
08242562,0,,,
08242563,0,,,
08242564,0,,,
08242565,0,,,
08242566,0,,,
08242567,0,,,
08242568,0,,,
08242569,0,,,
08242570,0,,,
08242571,0,,,
08242572,0,,,
08242573,0,,,
08242574,0,,,
08242575,0,,,
08242576,0,,,
08242577,0,,,
08242578,0,,,
08242579,0,,,
08242580,0,,,
08242581,0,,,
08242582,0,,,
08242583,0,,,
08242584,0,,,
08242585,0,,,
08242586,0,,,
08242587,0,,,
08242588,0,,,
08242589,0,,,
08242590,0,,,
08242591,0,,,
08242592,0,,,
08242593,0,,,
08242594,0,,,
08242595,0,,,
08242596,0,,,
08242597,0,,,
08242598,0,,,
08242599,0,,,
08242600,0,,,
08242601,0,,,
08242602,0,,,
08242603,0,,,
08242604,0,,,
08242605,0,,,
08242606,0,,,
08242607,0,,,
08242608,0,,,
08242609,0,,,
08242610,0,,,
08242611,0,,,
08242612,0,,,
08242613,0,,,
08242614,0,,,
08242615,0,,,
08242616,0,,,
08242617,0,,,
08242618,0,,,
08242619,0,,,
08242620,0,,,
08242621,0,,,
08242622,0,,,
08242623,0,,,
08242624,0,,,
08242625,0,,,
08242626,0,,,
08242627,0,,,
08242628,0,,,
08242629,0,,,
08242630,0,,,
08242631,0,,,
08242632,0,,,
08242633,0,,,
08242634,0,,,
08242635,0,,,
08242636,0,,,
08242637,0,,,
08242638,0,,,
08242639,0,,,
08242640,0,,,
08242641,0,,,
08242642,0,,,
08242643,0,,,
08242644,0,,,
08242645,0,,,
08242646,0,,,
08242647,0,,,
08242648,0,,,
08242649,0,,,
08242650,0,,,
08242651,0,,,
08242652,0,,,
08242653,0,,,
08242654,0,,,
08242655,0,,,
08242656,0,,,
08242657,0,,,
08242658,0,,,
08242659,0,,,
08242660,0,,,
08242661,0,,,
08242662,0,,,
08242663,0,,,
08242664,0,,,
08242665,0,,,
08242666,0,,,
08242667,0,,,
08242668,0,,,
08242669,0,,,
08242670,0,,,
08242671,0,,,
08242672,0,,,
08242673,0,,,
08242674,0,,,
08242675,0,,,
08242676,0,,,
08242677,0,,,
08242678,0,,,
08242679,0,,,
08242680,0,,,
08242681,0,,,
08242682,0,,,
08242683,0,,,
08242684,0,,,
08242685,0,,,
08242686,0,,,
08242687,0,,,
08242688,0,,,
08242689,0,,,
08242690,0,,,
08242691,0,,,
08242692,0,,,
08242693,0,,,
08242694,0,,,
08242695,0,,,
08242696,0,,,
08242697,0,,,
08242698,0,,,
08242699,0,,,
08242700,0,,,
08242701,0,,,
08242702,0,,,
08242703,0,,,
08242704,0,,,
08242705,0,,,
08242706,0,,,
08242707,0,,,
08242708,0,,,
08242709,0,,,
08242710,0,,,
08242711,0,,,
08242712,0,,,
08242713,0,,,
08242714,0,,,
08242715,0,,,
08242716,0,,,
08242717,0,,,
08242718,0,,,
08242719,0,,,
08242720,0,,,
08242721,0,,,
08242722,0,,,
08242723,0,,,
08242724,0,,,
08242725,0,,,
08242726,0,,,
08242727,0,,,
08242728,0,,,
08242729,0,,,
08242730,0,,,
08242731,0,,,
08242732,0,,,
08242733,0,,,
08242734,0,,,
08242735,0,,,
08242736,0,,,
08242737,0,,,
08242738,0,,,
08242739,0,,,
08242740,0,,,
08242741,0,,,
08242742,0,,,
08242743,0,,,
08242744,0,,,
08242745,0,,,
08242746,0,,,
08242747,0,,,
08242748,0,,,
08242749,0,,,
08242750,0,,,
08242751,0,,,
08242752,0,,,
08242753,0,,,
08242754,0,,,
08242755,0,,,
08242756,0,,,
08242757,0,,,
08242758,0,,,
08242759,0,,,
08242760,0,,,
08242761,0,,,
08242762,0,,,
08242763,0,,,
08242764,0,,,
08242765,0,,,
08242766,0,,,
08242767,0,,,
08242768,0,,,
08242769,0,,,
08242770,0,,,
08242771,0,,,
08242772,0,,,
08242773,0,,,
08242774,0,,,
08242775,0,,,
08242776,0,,,
08242777,0,,,
08242778,0,,,
08242779,0,,,
08242780,0,,,
08242781,0,,,
08242782,0,,,
08242783,0,,,
08242784,0,,,
08242785,0,,,
08242786,0,,,
08242787,0,,,
08242788,0,,,
08242789,0,,,
08242790,0,,,
08242791,0,,,
08242792,0,,,
08242793,0,,,
08242794,0,,,
08242795,0,,,
08242796,0,,,
08242797,0,,,
08242798,0,,,
08242799,0,,,
08242800,0,,,
08242801,0,,,
08242802,0,,,
08242803,0,,,
08242804,0,,,
08242805,0,,,
08242806,0,,,
08242807,0,,,
08242808,0,,,
08242809,0,,,
08242810,0,,,
08242811,0,,,
08242812,0,,,
08242813,0,,,
08242814,0,,,
08242815,0,,,
08242816,0,,,
08242817,0,,,
08242818,0,,,
08242819,0,,,
08242820,0,,,
08242821,0,,,
08242822,0,,,
08242823,0,,,
08242824,0,,,
08242825,0,,,
08242826,0,,,
08242827,0,,,
08242828,0,,,
08242829,0,,,
08242830,0,,,
08242831,0,,,
08242832,0,,,
08242833,0,,,
08242834,0,,,
08242835,0,,,
08242836,0,,,
08242837,0,,,
08242838,0,,,
08242839,0,,,
08242840,0,,,
08242841,0,,,
08242842,0,,,
08242843,0,,,
08242844,0,,,
08242845,0,,,
08242846,0,,,
08242847,0,,,
08242848,0,,,
08242849,0,,,
08242850,0,,,
08242851,0,,,
08242852,0,,,
08242853,0,,,
08242854,0,,,
08242855,0,,,
08242856,0,,,
08242857,0,,,
08242858,0,,,
08242859,0,,,
08242860,0,,,
08242861,0,,,
08242862,0,,,
08242863,0,,,
08242864,0,,,
08242865,0,,,
08242866,0,,,
08242867,0,,,
08242868,0,,,
08242869,0,,,
08242870,0,,,
08242871,0,,,
08242872,0,,,
08242873,0,,,
08242874,0,,,
08242875,0,,,
08242876,0,,,
08242877,0,,,
08242878,0,,,
08242879,0,,,
08242880,0,,,
08242881,0,,,
08242882,0,,,
08242883,0,,,
08242884,0,,,
08242885,0,,,
08242886,0,,,
08242887,0,,,
08242888,0,,,
08242889,0,,,
08242890,0,,,
08242891,0,,,
08242892,0,,,
08242893,0,,,
08242894,0,,,
08242895,0,,,
08242896,0,,,
08242897,0,,,
08242898,0,,,
08242899,0,,,
08242900,0,,,
08242901,0,,,
08242902,0,,,
08242903,0,,,
08242904,0,,,
08242905,0,,,
08242906,0,,,
08242907,0,,,
08242908,0,,,
08242909,0,,,
08242910,0,,,
08242911,0,,,
08242912,0,,,
08242913,0,,,
08242914,0,,,
08242915,0,,,
08242916,0,,,
08242917,0,,,
08242918,0,,,
08242919,0,,,
08242920,0,,,
08242921,0,,,
08242922,0,,,
08242923,0,,,
08242924,0,,,
08242925,0,,,
08242926,0,,,
08242927,0,,,
08242928,0,,,
08242929,0,,,
08242930,0,,,
08242931,0,,,
08242932,0,,,
08242933,0,,,
08242934,0,,,
08242935,0,,,
08242936,0,,,
08242937,0,,,
08242938,0,,,
08242939,0,,,
08242940,0,,,
08242941,0,,,
08242942,0,,,
08242943,0,,,
08242944,0,,,
08242945,0,,,
08242946,0,,,
08242947,0,,,
08242948,0,,,
08242949,0,,,
08242950,0,,,
08242951,0,,,
08242952,0,,,
08242953,0,,,
08242954,0,,,
08242955,0,,,
08242956,0,,,
08242957,0,,,
08242958,0,,,
08242959,0,,,
08242960,0,,,
08242961,0,,,
08242962,0,,,
08242963,0,,,
08242964,0,,,
08242965,0,,,
08242966,0,,,
08242967,0,,,
08242968,0,,,
08242969,0,,,
08242970,0,,,
08242971,0,,,
08242972,0,,,
08242973,0,,,
08242974,0,,,
08242975,0,,,
08242976,0,,,
08242977,0,,,
08242978,0,,,
08242979,0,,,
08242980,0,,,
08242981,0,,,
08242982,0,,,
08242983,0,,,
08242984,0,,,
08242985,0,,,
08242986,0,,,
08242987,0,,,
08242988,0,,,
08242989,0,,,
08242990,0,,,
08242991,0,,,
08242992,0,,,
08242993,0,,,
08242994,0,,,
08242995,0,,,
08242996,0,,,
08242997,0,,,
08242998,0,,,
08242999,0,,,
