ca1,co2,Columna1,Columna2,Columna2
08337595,0,,,
08337596,0,,,
08337597,0,,,
08337598,0,,,
08337599,0,,,
08337600,0,,,
08337601,0,,,
08337602,0,,,
08337603,0,,,
08337604,0,,,
08337605,0,,,
08337606,0,,,
08337607,0,,,
08337608,0,,,
08337609,0,,,
08337610,0,,,
08337611,0,,,
08337612,0,,,
08337613,0,,,
08337614,0,,,
08337615,0,,,
08337616,0,,,
08337617,0,,,
08337618,0,,,
08337619,0,,,
08337620,0,,,
08337621,0,,,
08337622,0,,,
08337623,0,,,
08337624,0,,,
08337625,0,,,
08337626,0,,,
08337627,0,,,
08337628,0,,,
08337629,0,,,
08337630,0,,,
08337631,0,,,
08337632,0,,,
08337633,0,,,
08337634,0,,,
08337635,0,,,
08337636,0,,,
08337637,0,,,
08337638,0,,,
08337639,0,,,
08337640,0,,,
08337641,0,,,
08337642,0,,,
08337643,0,,,
08337644,0,,,
08337645,0,,,
08337646,0,,,
08337647,0,,,
08337648,0,,,
08337649,0,,,
08337650,0,,,
08337651,0,,,
08337652,0,,,
08337653,0,,,
08337654,0,,,
08337655,0,,,
08337656,0,,,
08337657,0,,,
08337658,0,,,
08337659,0,,,
08337660,0,,,
08337661,0,,,
08337662,0,,,
08337663,0,,,
08337664,0,,,
08337665,0,,,
08337666,0,,,
08337667,0,,,
08337668,0,,,
08337669,0,,,
08337670,0,,,
08337671,0,,,
08337672,0,,,
08337673,0,,,
08337674,0,,,
08337675,0,,,
08337676,0,,,
08337677,0,,,
08337678,0,,,
08337679,0,,,
08337680,0,,,
08337681,0,,,
08337682,0,,,
08337683,0,,,
08337684,0,,,
08337685,0,,,
08337686,0,,,
08337687,0,,,
08337688,0,,,
08337689,0,,,
08337690,0,,,
08337691,0,,,
08337692,0,,,
08337693,0,,,
08337694,0,,,
08337695,0,,,
08337696,0,,,
08337697,0,,,
08337698,0,,,
08337699,0,,,
08337700,0,,,
08337701,0,,,
08337702,0,,,
08337703,0,,,
08337704,0,,,
08337705,0,,,
08337706,0,,,
08337707,0,,,
08337708,0,,,
08337709,0,,,
08337710,0,,,
08337711,0,,,
08337712,0,,,
08337713,0,,,
08337714,0,,,
08337715,0,,,
08337716,0,,,
08337717,0,,,
08337718,0,,,
08337719,0,,,
08337720,0,,,
08337721,0,,,
08337722,0,,,
08337723,0,,,
08337724,0,,,
08337725,0,,,
08337726,0,,,
08337727,0,,,
08337728,0,,,
08337729,0,,,
08337730,0,,,
08337731,0,,,
08337732,0,,,
08337733,0,,,
08337734,0,,,
08337735,0,,,
08337736,0,,,
08337737,0,,,
08337738,0,,,
08337739,0,,,
08337740,0,,,
08337741,0,,,
08337742,0,,,
08337743,0,,,
08337744,0,,,
08337745,0,,,
08337746,0,,,
08337747,0,,,
08337748,0,,,
08337749,0,,,
08337750,0,,,
08337751,0,,,
08337752,0,,,
08337753,0,,,
08337754,0,,,
08337755,0,,,
08337756,0,,,
08337757,0,,,
08337758,0,,,
08337759,0,,,
08337760,0,,,
08337761,0,,,
08337762,0,,,
08337763,0,,,
08337764,0,,,
08337765,0,,,
08337766,0,,,
08337767,0,,,
08337768,0,,,
08337769,0,,,
08337770,0,,,
08337771,0,,,
08337772,0,,,
08337773,0,,,
08337774,0,,,
08337775,0,,,
08337776,0,,,
08337777,0,,,
08337778,0,,,
08337779,0,,,
08337780,0,,,
08337781,0,,,
08337782,0,,,
08337783,0,,,
08337784,0,,,
08337785,0,,,
08337786,0,,,
08337787,0,,,
08337788,0,,,
08337789,0,,,
08337790,0,,,
08337791,0,,,
08337792,0,,,
08337793,0,,,
08337794,0,,,
08337795,0,,,
08337796,0,,,
08337797,0,,,
08337798,0,,,
08337799,0,,,
08337800,0,,,
08337801,0,,,
08337802,0,,,
08337803,0,,,
08337804,0,,,
08337805,0,,,
08337806,0,,,
08337807,0,,,
08337808,0,,,
08337809,0,,,
08337810,0,,,
08337811,0,,,
08337812,0,,,
08337813,0,,,
08337814,0,,,
08337815,0,,,
08337816,0,,,
08337817,0,,,
08337818,0,,,
08337819,0,,,
08337820,0,,,
08337821,0,,,
08337822,0,,,
08337823,0,,,
08337824,0,,,
08337825,0,,,
08337826,0,,,
08337827,0,,,
08337828,0,,,
08337829,0,,,
08337830,0,,,
08337831,0,,,
08337832,0,,,
08337833,0,,,
08337834,0,,,
08337835,0,,,
08337836,0,,,
08337837,0,,,
08337838,0,,,
08337839,0,,,
08337840,0,,,
08337841,0,,,
08337842,0,,,
08337843,0,,,
08337844,0,,,
08337845,0,,,
08337846,0,,,
08337847,0,,,
08337848,0,,,
08337849,0,,,
08337850,0,,,
08337851,0,,,
08337852,0,,,
08337853,0,,,
08337854,0,,,
08337855,0,,,
08337856,0,,,
08337857,0,,,
08337858,0,,,
08337859,0,,,
08337860,0,,,
08337861,0,,,
08337862,0,,,
08337863,0,,,
08337864,0,,,
08337865,0,,,
08337866,0,,,
08337867,0,,,
08337868,0,,,
08337869,0,,,
08337870,0,,,
08337871,0,,,
08337872,0,,,
08337873,0,,,
08337874,0,,,
08337875,0,,,
08337876,0,,,
08337877,0,,,
08337878,0,,,
08337879,0,,,
08337880,0,,,
08337881,0,,,
08337882,0,,,
08337883,0,,,
08337884,0,,,
08337885,0,,,
08337886,0,,,
08337887,0,,,
08337888,0,,,
08337889,0,,,
08337890,0,,,
08337891,0,,,
08337892,0,,,
08337893,0,,,
08337894,0,,,
08337895,0,,,
08337896,0,,,
08337897,0,,,
08337898,0,,,
08337899,0,,,
08337900,0,,,
08337901,0,,,
08337902,0,,,
08337903,0,,,
08337904,0,,,
08337905,0,,,
08337906,0,,,
08337907,0,,,
08337908,0,,,
08337909,0,,,
08337910,0,,,
08337911,0,,,
08337912,0,,,
08337913,0,,,
08337914,0,,,
08337915,0,,,
08337916,0,,,
08337917,0,,,
08337918,0,,,
08337919,0,,,
08337920,0,,,
08337921,0,,,
08337922,0,,,
08337923,0,,,
08337924,0,,,
08337925,0,,,
08337926,0,,,
08337927,0,,,
08337928,0,,,
08337929,0,,,
08337930,0,,,
08337931,0,,,
08337932,0,,,
08337933,0,,,
08337934,0,,,
08337935,0,,,
08337936,0,,,
08337937,0,,,
08337938,0,,,
08337939,0,,,
08337940,0,,,
08337941,0,,,
08337942,0,,,
08337943,0,,,
08337944,0,,,
08337945,0,,,
08337946,0,,,
08337947,0,,,
08337948,0,,,
08337949,0,,,
08337950,0,,,
08337951,0,,,
08337952,0,,,
08337953,0,,,
08337954,0,,,
08337955,0,,,
08337956,0,,,
08337957,0,,,
08337958,0,,,
08337959,0,,,
08337960,0,,,
08337961,0,,,
08337962,0,,,
08337963,0,,,
08337964,0,,,
08337965,0,,,
08337966,0,,,
08337967,0,,,
08337968,0,,,
08337969,0,,,
08337970,0,,,
08337971,0,,,
08337972,0,,,
08337973,0,,,
08337974,0,,,
08337975,0,,,
08337976,0,,,
08337977,0,,,
08337978,0,,,
08337979,0,,,
08337980,0,,,
08337981,0,,,
08337982,0,,,
08337983,0,,,
08337984,0,,,
08337985,0,,,
08337986,0,,,
08337987,0,,,
08337988,0,,,
08337989,0,,,
08337990,0,,,
08337991,0,,,
08337992,0,,,
08337993,0,,,
08337994,0,,,
08337995,0,,,
08337996,0,,,
08337997,0,,,
08337998,0,,,
08337999,0,,,
08338000,0,,,
08338001,0,,,
08338002,0,,,
08338003,0,,,
08338004,0,,,
08338005,0,,,
08338006,0,,,
08338007,0,,,
08338008,0,,,
08338009,0,,,
08338010,0,,,
08338011,0,,,
08338012,0,,,
08338013,0,,,
08338014,0,,,
08338015,0,,,
08338016,0,,,
08338017,0,,,
08338018,0,,,
08338019,0,,,
08338020,0,,,
08338021,0,,,
08338022,0,,,
08338023,0,,,
08338024,0,,,
08338025,0,,,
08338026,0,,,
08338027,0,,,
08338028,0,,,
08338029,0,,,
08338030,0,,,
08338031,0,,,
08338032,0,,,
08338033,0,,,
08338034,0,,,
08338035,0,,,
08338036,0,,,
08338037,0,,,
08338038,0,,,
08338039,0,,,
08338040,0,,,
08338041,0,,,
08338042,0,,,
08338043,0,,,
08338044,0,,,
08338045,0,,,
08338046,0,,,
08338047,0,,,
08338048,0,,,
08338049,0,,,
08338050,0,,,
08338051,0,,,
08338052,0,,,
08338053,0,,,
08338054,0,,,
08338055,0,,,
08338056,0,,,
08338057,0,,,
08338058,0,,,
08338059,0,,,
08338060,0,,,
08338061,0,,,
08338062,0,,,
08338063,0,,,
08338064,0,,,
08338065,0,,,
08338066,0,,,
08338067,0,,,
08338068,0,,,
08338069,0,,,
08338070,0,,,
08338071,0,,,
08338072,0,,,
08338073,0,,,
08338074,0,,,
08338075,0,,,
08338076,0,,,
08338077,0,,,
08338078,0,,,
08338079,0,,,
08338080,0,,,
08338081,0,,,
08338082,0,,,
08338083,0,,,
08338084,0,,,
08338085,0,,,
08338086,0,,,
08338087,0,,,
08338088,0,,,
08338089,0,,,
08338090,0,,,
08338091,0,,,
08338092,0,,,
08338093,0,,,
08338094,0,,,
08338095,0,,,
08338096,0,,,
08338097,0,,,
08338098,0,,,
08338099,0,,,
08338100,0,,,
08338101,0,,,
08338102,0,,,
08338103,0,,,
08338104,0,,,
08338105,0,,,
08338106,0,,,
08338107,0,,,
08338108,0,,,
08338109,0,,,
08338110,0,,,
08338111,0,,,
08338112,0,,,
08338113,0,,,
08338114,0,,,
08338115,0,,,
08338116,0,,,
08338117,0,,,
08338118,0,,,
08338119,0,,,
08338120,0,,,
08338121,0,,,
08338122,0,,,
08338123,0,,,
08338124,0,,,
08338125,0,,,
08338126,0,,,
08338127,0,,,
08338128,0,,,
08338129,0,,,
08338130,0,,,
08338131,0,,,
08338132,0,,,
08338133,0,,,
08338134,0,,,
08338135,0,,,
08338136,0,,,
08338137,0,,,
08338138,0,,,
08338139,0,,,
08338140,0,,,
08338141,0,,,
08338142,0,,,
08338143,0,,,
08338144,0,,,
08338145,0,,,
08338146,0,,,
08338147,0,,,
08338148,0,,,
08338149,0,,,
08338150,0,,,
08338151,0,,,
08338152,0,,,
08338153,0,,,
08338154,0,,,
08338155,0,,,
08338156,0,,,
08338157,0,,,
08338158,0,,,
08338159,0,,,
08338160,0,,,
08338161,0,,,
08338162,0,,,
08338163,0,,,
08338164,0,,,
08338165,0,,,
08338166,0,,,
08338167,0,,,
08338168,0,,,
08338169,0,,,
08338170,0,,,
08338171,0,,,
08338172,0,,,
08338173,0,,,
08338174,0,,,
08338175,0,,,
08338176,0,,,
08338177,0,,,
08338178,0,,,
08338179,0,,,
08338180,0,,,
08338181,0,,,
08338182,0,,,
08338183,0,,,
08338184,0,,,
08338185,0,,,
08338186,0,,,
08338187,0,,,
08338188,0,,,
08338189,0,,,
08338190,0,,,
08338191,0,,,
08338192,0,,,
08338193,0,,,
08338194,0,,,
08338195,0,,,
08338196,0,,,
08338197,0,,,
08338198,0,,,
08338199,0,,,
08338200,0,,,
08338201,0,,,
08338202,0,,,
08338203,0,,,
08338204,0,,,
08338205,0,,,
08338206,0,,,
08338207,0,,,
08338208,0,,,
08338209,0,,,
08338210,0,,,
08338211,0,,,
08338212,0,,,
08338213,0,,,
08338214,0,,,
08338215,0,,,
08338216,0,,,
08338217,0,,,
08338218,0,,,
08338219,0,,,
08338220,0,,,
08338221,0,,,
08338222,0,,,
08338223,0,,,
08338224,0,,,
08338225,0,,,
08338226,0,,,
08338227,0,,,
08338228,0,,,
08338229,0,,,
08338230,0,,,
08338231,0,,,
08338232,0,,,
08338233,0,,,
08338234,0,,,
08338235,0,,,
08338236,0,,,
08338237,0,,,
08338238,0,,,
08338239,0,,,
08338240,0,,,
08338241,0,,,
08338242,0,,,
08338243,0,,,
08338244,0,,,
08338245,0,,,
08338246,0,,,
08338247,0,,,
08338248,0,,,
08338249,0,,,
08338250,0,,,
08338251,0,,,
08338252,0,,,
08338253,0,,,
08338254,0,,,
08338255,0,,,
08338256,0,,,
08338257,0,,,
08338258,0,,,
08338259,0,,,
08338260,0,,,
08338261,0,,,
08338262,0,,,
08338263,0,,,
08338264,0,,,
08338265,0,,,
08338266,0,,,
08338267,0,,,
08338268,0,,,
08338269,0,,,
08338270,0,,,
08338271,0,,,
08338272,0,,,
08338273,0,,,
08338274,0,,,
08338275,0,,,
08338276,0,,,
08338277,0,,,
08338278,0,,,
08338279,0,,,
08338280,0,,,
08338281,0,,,
08338282,0,,,
08338283,0,,,
08338284,0,,,
08338285,0,,,
08338286,0,,,
08338287,0,,,
08338288,0,,,
08338289,0,,,
08338290,0,,,
08338291,0,,,
08338292,0,,,
08338293,0,,,
08338294,0,,,
08338295,0,,,
08338296,0,,,
08338297,0,,,
08338298,0,,,
08338299,0,,,
08338300,0,,,
08338301,0,,,
08338302,0,,,
08338303,0,,,
08338304,0,,,
08338305,0,,,
08338306,0,,,
08338307,0,,,
08338308,0,,,
08338309,0,,,
08338310,0,,,
08338311,0,,,
08338312,0,,,
08338313,0,,,
08338314,0,,,
08338315,0,,,
08338316,0,,,
08338317,0,,,
08338318,0,,,
08338319,0,,,
08338320,0,,,
08338321,0,,,
08338322,0,,,
08338323,0,,,
08338324,0,,,
08338325,0,,,
08338326,0,,,
08338327,0,,,
08338328,0,,,
08338329,0,,,
08338330,0,,,
08338331,0,,,
08338332,0,,,
08338333,0,,,
08338334,0,,,
08338335,0,,,
08338336,0,,,
08338337,0,,,
08338338,0,,,
08338339,0,,,
08338340,0,,,
08338341,0,,,
08338342,0,,,
08338343,0,,,
08338344,0,,,
08338345,0,,,
08338346,0,,,
08338347,0,,,
08338348,0,,,
08338349,0,,,
08338350,0,,,
08338351,0,,,
08338352,0,,,
08338353,0,,,
08338354,0,,,
08338355,0,,,
08338356,0,,,
08338357,0,,,
08338358,0,,,
08338359,0,,,
08338360,0,,,
08338361,0,,,
08338362,0,,,
08338363,0,,,
08338364,0,,,
08338365,0,,,
08338366,0,,,
08338367,0,,,
08338368,0,,,
08338369,0,,,
08338370,0,,,
08338371,0,,,
08338372,0,,,
08338373,0,,,
08338374,0,,,
08338375,0,,,
08338376,0,,,
08338377,0,,,
08338378,0,,,
08338379,0,,,
08338380,0,,,
08338381,0,,,
08338382,0,,,
08338383,0,,,
08338384,0,,,
08338385,0,,,
08338386,0,,,
08338387,0,,,
08338388,0,,,
08338389,0,,,
08338390,0,,,
08338391,0,,,
08338392,0,,,
08338393,0,,,
08338394,0,,,
08338395,0,,,
08338396,0,,,
08338397,0,,,
08338398,0,,,
08338399,0,,,
08338400,0,,,
08338401,0,,,
08338402,0,,,
08338403,0,,,
08338404,0,,,
08338405,0,,,
08338406,0,,,
08338407,0,,,
08338408,0,,,
08338409,0,,,
08338410,0,,,
08338411,0,,,
08338412,0,,,
08338413,0,,,
08338414,0,,,
08338415,0,,,
08338416,0,,,
08338417,0,,,
08338418,0,,,
08338419,0,,,
08338420,0,,,
08338421,0,,,
08338422,0,,,
08338423,0,,,
08338424,0,,,
08338425,0,,,
08338426,0,,,
08338427,0,,,
08338428,0,,,
08338429,0,,,
08338430,0,,,
08338431,0,,,
08338432,0,,,
08338433,0,,,
08338434,0,,,
08338435,0,,,
08338436,0,,,
08338437,0,,,
08338438,0,,,
08338439,0,,,
08338440,0,,,
08338441,0,,,
08338442,0,,,
08338443,0,,,
08338444,0,,,
08338445,0,,,
08338446,0,,,
08338447,0,,,
08338448,0,,,
08338449,0,,,
08338450,0,,,
08338451,0,,,
08338452,0,,,
08338453,0,,,
08338454,0,,,
08338455,0,,,
08338456,0,,,
08338457,0,,,
08338458,0,,,
08338459,0,,,
08338460,0,,,
08338461,0,,,
08338462,0,,,
08338463,0,,,
08338464,0,,,
08338465,0,,,
08338466,0,,,
08338467,0,,,
08338468,0,,,
08338469,0,,,
08338470,0,,,
08338471,0,,,
08338472,0,,,
08338473,0,,,
08338474,0,,,
08338475,0,,,
08338476,0,,,
08338477,0,,,
08338478,0,,,
08338479,0,,,
08338480,0,,,
08338481,0,,,
08338482,0,,,
08338483,0,,,
08338484,0,,,
08338485,0,,,
08338486,0,,,
08338487,0,,,
08338488,0,,,
08338489,0,,,
08338490,0,,,
08338491,0,,,
08338492,0,,,
08338493,0,,,
08338494,0,,,
08338495,0,,,
08338496,0,,,
08338497,0,,,
08338498,0,,,
08338499,0,,,
08338500,0,,,
08338501,0,,,
08338502,0,,,
08338503,0,,,
08338504,0,,,
08338505,0,,,
08338506,0,,,
08338507,0,,,
08338508,0,,,
08338509,0,,,
08338510,0,,,
08338511,0,,,
08338512,0,,,
08338513,0,,,
08338514,0,,,
08338515,0,,,
08338516,0,,,
08338517,0,,,
08338518,0,,,
08338519,0,,,
08338520,0,,,
08338521,0,,,
08338522,0,,,
08338523,0,,,
08338524,0,,,
08338525,0,,,
08338526,0,,,
08338527,0,,,
08338528,0,,,
08338529,0,,,
08338530,0,,,
08338531,0,,,
08338532,0,,,
08338533,0,,,
08338534,0,,,
08338535,0,,,
08338536,0,,,
08338537,0,,,
08338538,0,,,
08338539,0,,,
08338540,0,,,
08338541,0,,,
08338542,0,,,
08338543,0,,,
08338544,0,,,
08338545,0,,,
08338546,0,,,
08338547,0,,,
08338548,0,,,
08338549,0,,,
08338550,0,,,
08338551,0,,,
08338552,0,,,
08338553,0,,,
08338554,0,,,
08338555,0,,,
08338556,0,,,
08338557,0,,,
08338558,0,,,
08338559,0,,,
08338560,0,,,
08338561,0,,,
08338562,0,,,
08338563,0,,,
08338564,0,,,
08338565,0,,,
08338566,0,,,
08338567,0,,,
08338568,0,,,
08338569,0,,,
08338570,0,,,
08338571,0,,,
08338572,0,,,
08338573,0,,,
08338574,0,,,
08338575,0,,,
08338576,0,,,
08338577,0,,,
08338578,0,,,
08338579,0,,,
08338580,0,,,
08338581,0,,,
08338582,0,,,
08338583,0,,,
08338584,0,,,
08338585,0,,,
08338586,0,,,
08338587,0,,,
08338588,0,,,
08338589,0,,,
08338590,0,,,
08338591,0,,,
08338592,0,,,
08338593,0,,,
08338594,0,,,
08338595,0,,,
08338596,0,,,
08338597,0,,,
08338598,0,,,
08338599,0,,,
08338600,0,,,
08338601,0,,,
08338602,0,,,
08338603,0,,,
08338604,0,,,
08338605,0,,,
08338606,0,,,
08338607,0,,,
08338608,0,,,
08338609,0,,,
08338610,0,,,
08338611,0,,,
08338612,0,,,
08338613,0,,,
08338614,0,,,
08338615,0,,,
08338616,0,,,
08338617,0,,,
08338618,0,,,
08338619,0,,,
08338620,0,,,
08338621,0,,,
08338622,0,,,
08338623,0,,,
08338624,0,,,
08338625,0,,,
08338626,0,,,
08338627,0,,,
08338628,0,,,
08338629,0,,,
08338630,0,,,
08338631,0,,,
08338632,0,,,
08338633,0,,,
08338634,0,,,
08338635,0,,,
08338636,0,,,
08338637,0,,,
08338638,0,,,
08338639,0,,,
08338640,0,,,
08338641,0,,,
08338642,0,,,
08338643,0,,,
08338644,0,,,
08338645,0,,,
08338646,0,,,
08338647,0,,,
08338648,0,,,
08338649,0,,,
08338650,0,,,
08338651,0,,,
08338652,0,,,
08338653,0,,,
08338654,0,,,
08338655,0,,,
08338656,0,,,
08338657,0,,,
08338658,0,,,
08338659,0,,,
08338660,0,,,
08338661,0,,,
08338662,0,,,
08338663,0,,,
08338664,0,,,
08338665,0,,,
08338666,0,,,
08338667,0,,,
08338668,0,,,
08338669,0,,,
08338670,0,,,
08338671,0,,,
08338672,0,,,
08338673,0,,,
08338674,0,,,
08338675,0,,,
08338676,0,,,
08338677,0,,,
08338678,0,,,
08338679,0,,,
08338680,0,,,
08338681,0,,,
08338682,0,,,
08338683,0,,,
08338684,0,,,
08338685,0,,,
08338686,0,,,
08338687,0,,,
08338688,0,,,
08338689,0,,,
08338690,0,,,
08338691,0,,,
08338692,0,,,
08338693,0,,,
08338694,0,,,
08338695,0,,,
08338696,0,,,
08338697,0,,,
08338698,0,,,
08338699,0,,,
08338700,0,,,
08338701,0,,,
08338702,0,,,
08338703,0,,,
08338704,0,,,
08338705,0,,,
08338706,0,,,
08338707,0,,,
08338708,0,,,
08338709,0,,,
08338710,0,,,
08338711,0,,,
08338712,0,,,
08338713,0,,,
08338714,0,,,
08338715,0,,,
08338716,0,,,
08338717,0,,,
08338718,0,,,
08338719,0,,,
08338720,0,,,
08338721,0,,,
08338722,0,,,
08338723,0,,,
08338724,0,,,
08338725,0,,,
08338726,0,,,
08338727,0,,,
08338728,0,,,
08338729,0,,,
08338730,0,,,
08338731,0,,,
08338732,0,,,
08338733,0,,,
08338734,0,,,
08338735,0,,,
08338736,0,,,
08338737,0,,,
08338738,0,,,
08338739,0,,,
08338740,0,,,
08338741,0,,,
08338742,0,,,
08338743,0,,,
08338744,0,,,
08338745,0,,,
08338746,0,,,
08338747,0,,,
08338748,0,,,
08338749,0,,,
08338750,0,,,
08338751,0,,,
08338752,0,,,
08338753,0,,,
08338754,0,,,
08338755,0,,,
08338756,0,,,
08338757,0,,,
08338758,0,,,
08338759,0,,,
08338760,0,,,
08338761,0,,,
08338762,0,,,
08338763,0,,,
08338764,0,,,
08338765,0,,,
08338766,0,,,
08338767,0,,,
08338768,0,,,
08338769,0,,,
08338770,0,,,
08338771,0,,,
08338772,0,,,
08338773,0,,,
08338774,0,,,
08338775,0,,,
08338776,0,,,
08338777,0,,,
08338778,0,,,
08338779,0,,,
08338780,0,,,
08338781,0,,,
08338782,0,,,
08338783,0,,,
08338784,0,,,
08338785,0,,,
08338786,0,,,
08338787,0,,,
08338788,0,,,
08338789,0,,,
08338790,0,,,
08338791,0,,,
08338792,0,,,
08338793,0,,,
08338794,0,,,
08338795,0,,,
08338796,0,,,
08338797,0,,,
08338798,0,,,
08338799,0,,,
08338800,0,,,
08338801,0,,,
08338802,0,,,
08338803,0,,,
08338804,0,,,
08338805,0,,,
08338806,0,,,
08338807,0,,,
08338808,0,,,
08338809,0,,,
08338810,0,,,
08338811,0,,,
08338812,0,,,
08338813,0,,,
08338814,0,,,
08338815,0,,,
08338816,0,,,
08338817,0,,,
08338818,0,,,
08338819,0,,,
08338820,0,,,
08338821,0,,,
08338822,0,,,
08338823,0,,,
08338824,0,,,
08338825,0,,,
08338826,0,,,
08338827,0,,,
08338828,0,,,
08338829,0,,,
08338830,0,,,
08338831,0,,,
08338832,0,,,
08338833,0,,,
08338834,0,,,
08338835,0,,,
08338836,0,,,
08338837,0,,,
08338838,0,,,
08338839,0,,,
08338840,0,,,
08338841,0,,,
08338842,0,,,
08338843,0,,,
08338844,0,,,
08338845,0,,,
08338846,0,,,
08338847,0,,,
08338848,0,,,
08338849,0,,,
08338850,0,,,
08338851,0,,,
08338852,0,,,
08338853,0,,,
08338854,0,,,
08338855,0,,,
08338856,0,,,
08338857,0,,,
08338858,0,,,
08338859,0,,,
08338860,0,,,
08338861,0,,,
08338862,0,,,
08338863,0,,,
08338864,0,,,
08338865,0,,,
08338866,0,,,
08338867,0,,,
08338868,0,,,
08338869,0,,,
08338870,0,,,
08338871,0,,,
08338872,0,,,
08338873,0,,,
08338874,0,,,
08338875,0,,,
08338876,0,,,
08338877,0,,,
08338878,0,,,
08338879,0,,,
08338880,0,,,
08338881,0,,,
08338882,0,,,
08338883,0,,,
08338884,0,,,
08338885,0,,,
08338886,0,,,
08338887,0,,,
08338888,0,,,
08338889,0,,,
08338890,0,,,
08338891,0,,,
08338892,0,,,
08338893,0,,,
08338894,0,,,
08338895,0,,,
08338896,0,,,
08338897,0,,,
08338898,0,,,
08338899,0,,,
08338900,0,,,
08338901,0,,,
08338902,0,,,
08338903,0,,,
08338904,0,,,
08338905,0,,,
08338906,0,,,
08338907,0,,,
08338908,0,,,
08338909,0,,,
08338910,0,,,
08338911,0,,,
08338912,0,,,
08338913,0,,,
08338914,0,,,
08338915,0,,,
08338916,0,,,
08338917,0,,,
08338918,0,,,
08338919,0,,,
08338920,0,,,
08338921,0,,,
08338922,0,,,
08338923,0,,,
08338924,0,,,
08338925,0,,,
08338926,0,,,
08338927,0,,,
08338928,0,,,
08338929,0,,,
08338930,0,,,
08338931,0,,,
08338932,0,,,
08338933,0,,,
08338934,0,,,
08338935,0,,,
08338936,0,,,
08338937,0,,,
08338938,0,,,
08338939,0,,,
08338940,0,,,
08338941,0,,,
08338942,0,,,
08338943,0,,,
08338944,0,,,
08338945,0,,,
08338946,0,,,
08338947,0,,,
08338948,0,,,
08338949,0,,,
08338950,0,,,
08338951,0,,,
08338952,0,,,
08338953,0,,,
08338954,0,,,
08338955,0,,,
08338956,0,,,
08338957,0,,,
08338958,0,,,
08338959,0,,,
08338960,0,,,
08338961,0,,,
08338962,0,,,
08338963,0,,,
08338964,0,,,
08338965,0,,,
08338966,0,,,
08338967,0,,,
08338968,0,,,
08338969,0,,,
08338970,0,,,
08338971,0,,,
08338972,0,,,
08338973,0,,,
08338974,0,,,
08338975,0,,,
08338976,0,,,
08338977,0,,,
08338978,0,,,
08338979,0,,,
08338980,0,,,
08338981,0,,,
08338982,0,,,
08338983,0,,,
08338984,0,,,
08338985,0,,,
08338986,0,,,
08338987,0,,,
08338988,0,,,
08338989,0,,,
08338990,0,,,
08338991,0,,,
08338992,0,,,
08338993,0,,,
08338994,0,,,
08338995,0,,,
08338996,0,,,
08338997,0,,,
08338998,0,,,
08338999,0,,,
08339000,0,,,
08339001,0,,,
08339002,0,,,
08339003,0,,,
08339004,0,,,
08339005,0,,,
08339006,0,,,
08339007,0,,,
08339008,0,,,
08339009,0,,,
08339010,0,,,
08339011,0,,,
08339012,0,,,
08339013,0,,,
08339014,0,,,
08339015,0,,,
08339016,0,,,
08339017,0,,,
08339018,0,,,
08339019,0,,,
08339020,0,,,
08339021,0,,,
08339022,0,,,
08339023,0,,,
08339024,0,,,
08339025,0,,,
08339026,0,,,
08339027,0,,,
08339028,0,,,
08339029,0,,,
08339030,0,,,
08339031,0,,,
08339032,0,,,
08339033,0,,,
08339034,0,,,
08339035,0,,,
08339036,0,,,
08339037,0,,,
08339038,0,,,
08339039,0,,,
08339040,0,,,
08339041,0,,,
08339042,0,,,
08339043,0,,,
08339044,0,,,
08339045,0,,,
08339046,0,,,
08339047,0,,,
08339048,0,,,
08339049,0,,,
08339050,0,,,
08339051,0,,,
08339052,0,,,
08339053,0,,,
08339054,0,,,
08339055,0,,,
08339056,0,,,
08339057,0,,,
08339058,0,,,
08339059,0,,,
08339060,0,,,
08339061,0,,,
08339062,0,,,
08339063,0,,,
08339064,0,,,
08339065,0,,,
08339066,0,,,
08339067,0,,,
08339068,0,,,
08339069,0,,,
08339070,0,,,
08339071,0,,,
08339072,0,,,
08339073,0,,,
08339074,0,,,
08339075,0,,,
08339076,0,,,
08339077,0,,,
08339078,0,,,
08339079,0,,,
08339080,0,,,
08339081,0,,,
08339082,0,,,
08339083,0,,,
08339084,0,,,
08339085,0,,,
08339086,0,,,
08339087,0,,,
08339088,0,,,
08339089,0,,,
08339090,0,,,
08339091,0,,,
08339092,0,,,
08339093,0,,,
08339094,0,,,
08339095,0,,,
08339096,0,,,
08339097,0,,,
08339098,0,,,
08339099,0,,,
08339100,0,,,
08339101,0,,,
08339102,0,,,
08339103,0,,,
08339104,0,,,
08339105,0,,,
08339106,0,,,
08339107,0,,,
08339108,0,,,
08339109,0,,,
08339110,0,,,
08339111,0,,,
08339112,0,,,
08339113,0,,,
08339114,0,,,
08339115,0,,,
08339116,0,,,
08339117,0,,,
08339118,0,,,
08339119,0,,,
08339120,0,,,
08339121,0,,,
08339122,0,,,
08339123,0,,,
08339124,0,,,
08339125,0,,,
08339126,0,,,
08339127,0,,,
08339128,0,,,
08339129,0,,,
08339130,0,,,
08339131,0,,,
08339132,0,,,
08339133,0,,,
08339134,0,,,
08339135,0,,,
08339136,0,,,
08339137,0,,,
08339138,0,,,
08339139,0,,,
08339140,0,,,
08339141,0,,,
08339142,0,,,
08339143,0,,,
08339144,0,,,
08339145,0,,,
08339146,0,,,
08339147,0,,,
