ca1,co2,Columna1,Columna2,Columna2
08366556,0,,,
08366557,0,,,
08366558,0,,,
08366559,0,,,
08366560,0,,,
08366561,0,,,
08366562,0,,,
08366563,0,,,
08366564,0,,,
08366565,0,,,
08366566,0,,,
08366567,0,,,
08366568,0,,,
08366569,0,,,
08366570,0,,,
08366571,0,,,
08366572,0,,,
08366573,0,,,
08366574,0,,,
08366575,0,,,
08366576,0,,,
08366577,0,,,
08366578,0,,,
08366579,0,,,
08366580,0,,,
08366581,0,,,
08366582,0,,,
08366583,0,,,
08366584,0,,,
08366585,0,,,
08366586,0,,,
08366587,0,,,
08366588,0,,,
08366589,0,,,
08366590,0,,,
08366591,0,,,
08366592,0,,,
08366593,0,,,
08366594,0,,,
08366595,0,,,
08366596,0,,,
08366597,0,,,
08366598,0,,,
08366599,0,,,
08366600,0,,,
08366601,0,,,
08366602,0,,,
08366603,0,,,
08366604,0,,,
08366605,0,,,
08366606,0,,,
08366607,0,,,
08366608,0,,,
08366609,0,,,
08366610,0,,,
08366611,0,,,
08366612,0,,,
08366613,0,,,
08366614,0,,,
08366615,0,,,
08366616,0,,,
08366617,0,,,
08366618,0,,,
08366619,0,,,
08366620,0,,,
08366621,0,,,
08366622,0,,,
08366623,0,,,
08366624,0,,,
08366625,0,,,
08366626,0,,,
08366627,0,,,
08366628,0,,,
08366629,0,,,
08366630,0,,,
08366631,0,,,
08366632,0,,,
08366633,0,,,
08366634,0,,,
08366635,0,,,
08366636,0,,,
08366637,0,,,
08366638,0,,,
08366639,0,,,
08366640,0,,,
08366641,0,,,
08366642,0,,,
08366643,0,,,
08366644,0,,,
08366645,0,,,
08366646,0,,,
08366647,0,,,
08366648,0,,,
08366649,0,,,
08366650,0,,,
08366651,0,,,
08366652,0,,,
08366653,0,,,
08366654,0,,,
08366655,0,,,
08366656,0,,,
08366657,0,,,
08366658,0,,,
08366659,0,,,
08366660,0,,,
08366661,0,,,
08366662,0,,,
08366663,0,,,
08366664,0,,,
08366665,0,,,
08366666,0,,,
08366667,0,,,
08366668,0,,,
08366669,0,,,
08366670,0,,,
08366671,0,,,
08366672,0,,,
08366673,0,,,
08366674,0,,,
08366675,0,,,
08366676,0,,,
08366677,0,,,
08366678,0,,,
08366679,0,,,
08366680,0,,,
08366681,0,,,
08366682,0,,,
08366683,0,,,
08366684,0,,,
08366685,0,,,
08366686,0,,,
08366687,0,,,
08366688,0,,,
08366689,0,,,
08366690,0,,,
08366691,0,,,
08366692,0,,,
08366693,0,,,
08366694,0,,,
08366695,0,,,
08366696,0,,,
08366697,0,,,
08366698,0,,,
08366699,0,,,
08366700,0,,,
08366701,0,,,
08366702,0,,,
08366703,0,,,
08366704,0,,,
08366705,0,,,
08366706,0,,,
08366707,0,,,
08366708,0,,,
08366709,0,,,
08366710,0,,,
08366711,0,,,
08366712,0,,,
08366713,0,,,
08366714,0,,,
08366715,0,,,
08366716,0,,,
08366717,0,,,
08366718,0,,,
08366719,0,,,
08366720,0,,,
08366721,0,,,
08366722,0,,,
08366723,0,,,
08366724,0,,,
08366725,0,,,
08366726,0,,,
08366727,0,,,
08366728,0,,,
08366729,0,,,
08366730,0,,,
08366731,0,,,
08366732,0,,,
08366733,0,,,
08366734,0,,,
08366735,0,,,
08366736,0,,,
08366737,0,,,
08366738,0,,,
08366739,0,,,
08366740,0,,,
08366741,0,,,
08366742,0,,,
08366743,0,,,
08366744,0,,,
08366745,0,,,
08366746,0,,,
08366747,0,,,
08366748,0,,,
08366749,0,,,
08366750,0,,,
08366751,0,,,
08366752,0,,,
08366753,0,,,
08366754,0,,,
08366755,0,,,
08366756,0,,,
08366757,0,,,
08366758,0,,,
08366759,0,,,
08366760,0,,,
08366761,0,,,
08366762,0,,,
08366763,0,,,
08366764,0,,,
08366765,0,,,
08366766,0,,,
08366767,0,,,
08366768,0,,,
08366769,0,,,
08366770,0,,,
08366771,0,,,
08366772,0,,,
08366773,0,,,
08366774,0,,,
08366775,0,,,
08366776,0,,,
08366777,0,,,
08366778,0,,,
08366779,0,,,
08366780,0,,,
08366781,0,,,
08366782,0,,,
08366783,0,,,
08366784,0,,,
08366785,0,,,
08366786,0,,,
08366787,0,,,
08366788,0,,,
08366789,0,,,
08366790,0,,,
08366791,0,,,
08366792,0,,,
08366793,0,,,
08366794,0,,,
08366795,0,,,
08366796,0,,,
08366797,0,,,
08366798,0,,,
08366799,0,,,
08366800,0,,,
08366801,0,,,
08366802,0,,,
08366803,0,,,
08366804,0,,,
08366805,0,,,
08366806,0,,,
08366807,0,,,
08366808,0,,,
08366809,0,,,
08366810,0,,,
08366811,0,,,
08366812,0,,,
08366813,0,,,
08366814,0,,,
08366815,0,,,
08366816,0,,,
08366817,0,,,
08366818,0,,,
08366819,0,,,
08366820,0,,,
08366821,0,,,
08366822,0,,,
08366823,0,,,
08366824,0,,,
08366825,0,,,
08366826,0,,,
08366827,0,,,
08366828,0,,,
08366829,0,,,
08366830,0,,,
08366831,0,,,
08366832,0,,,
08366833,0,,,
08366834,0,,,
08366835,0,,,
08366836,0,,,
08366837,0,,,
08366838,0,,,
08366839,0,,,
08366840,0,,,
08366841,0,,,
08366842,0,,,
08366843,0,,,
08366844,0,,,
08366845,0,,,
08366846,0,,,
08366847,0,,,
08366848,0,,,
08366849,0,,,
08366850,0,,,
08366851,0,,,
08366852,0,,,
08366853,0,,,
08366854,0,,,
08366855,0,,,
08366856,0,,,
08366857,0,,,
08366858,0,,,
08366859,0,,,
08366860,0,,,
08366861,0,,,
08366862,0,,,
08366863,0,,,
08366864,0,,,
08366865,0,,,
08366866,0,,,
08366867,0,,,
08366868,0,,,
08366869,0,,,
08366870,0,,,
08366871,0,,,
08366872,0,,,
08366873,0,,,
08366874,0,,,
08366875,0,,,
08366876,0,,,
08366877,0,,,
08366878,0,,,
08366879,0,,,
08366880,0,,,
08366881,0,,,
08366882,0,,,
08366883,0,,,
08366884,0,,,
08366885,0,,,
08366886,0,,,
08366887,0,,,
08366888,0,,,
08366889,0,,,
08366890,0,,,
08366891,0,,,
08366892,0,,,
08366893,0,,,
08366894,0,,,
08366895,0,,,
08366896,0,,,
08366897,0,,,
08366898,0,,,
08366899,0,,,
08366900,0,,,
08366901,0,,,
08366902,0,,,
08366903,0,,,
08366904,0,,,
08366905,0,,,
08366906,0,,,
08366907,0,,,
08366908,0,,,
08366909,0,,,
08366910,0,,,
08366911,0,,,
08366912,0,,,
08366913,0,,,
08366914,0,,,
08366915,0,,,
08366916,0,,,
08366917,0,,,
08366918,0,,,
08366919,0,,,
08366920,0,,,
08366921,0,,,
08366922,0,,,
08366923,0,,,
08366924,0,,,
08366925,0,,,
08366926,0,,,
08366927,0,,,
08366928,0,,,
08366929,0,,,
08366930,0,,,
08366931,0,,,
08366932,0,,,
08366933,0,,,
08366934,0,,,
08366935,0,,,
08366936,0,,,
08366937,0,,,
08366938,0,,,
08366939,0,,,
08366940,0,,,
08366941,0,,,
08366942,0,,,
08366943,0,,,
08366944,0,,,
08366945,0,,,
08366946,0,,,
08366947,0,,,
08366948,0,,,
08366949,0,,,
08366950,0,,,
08366951,0,,,
08366952,0,,,
08366953,0,,,
08366954,0,,,
08366955,0,,,
08366956,0,,,
08366957,0,,,
08366958,0,,,
08366959,0,,,
08366960,0,,,
08366961,0,,,
08366962,0,,,
08366963,0,,,
08366964,0,,,
08366965,0,,,
08366966,0,,,
08366967,0,,,
08366968,0,,,
08366969,0,,,
08366970,0,,,
08366971,0,,,
08366972,0,,,
08366973,0,,,
08366974,0,,,
08366975,0,,,
08366976,0,,,
08366977,0,,,
08366978,0,,,
08366979,0,,,
08366980,0,,,
08366981,0,,,
08366982,0,,,
08366983,0,,,
08366984,0,,,
08366985,0,,,
08366986,0,,,
08366987,0,,,
08366988,0,,,
08366989,0,,,
08366990,0,,,
08366991,0,,,
08366992,0,,,
08366993,0,,,
08366994,0,,,
08366995,0,,,
08366996,0,,,
08366997,0,,,
08366998,0,,,
08366999,0,,,
08367000,0,,,
08367001,0,,,
08367002,0,,,
08367003,0,,,
08367004,0,,,
08367005,0,,,
08367006,0,,,
08367007,0,,,
08367008,0,,,
08367009,0,,,
08367010,0,,,
08367011,0,,,
08367012,0,,,
08367013,0,,,
08367014,0,,,
08367015,0,,,
08367016,0,,,
08367017,0,,,
08367018,0,,,
08367019,0,,,
08367020,0,,,
08367021,0,,,
08367022,0,,,
08367023,0,,,
08367024,0,,,
08367025,0,,,
08367026,0,,,
08367027,0,,,
08367028,0,,,
08367029,0,,,
08367030,0,,,
08367031,0,,,
08367032,0,,,
08367033,0,,,
08367034,0,,,
08367035,0,,,
08367036,0,,,
08367037,0,,,
08367038,0,,,
08367039,0,,,
08367040,0,,,
08367041,0,,,
08367042,0,,,
08367043,0,,,
08367044,0,,,
08367045,0,,,
08367046,0,,,
08367047,0,,,
08367048,0,,,
08367049,0,,,
08367050,0,,,
08367051,0,,,
08367052,0,,,
08367053,0,,,
08367054,0,,,
08367055,0,,,
08367056,0,,,
08367057,0,,,
08367058,0,,,
08367059,0,,,
08367060,0,,,
08367061,0,,,
08367062,0,,,
08367063,0,,,
08367064,0,,,
08367065,0,,,
08367066,0,,,
08367067,0,,,
08367068,0,,,
08367069,0,,,
08367070,0,,,
08367071,0,,,
08367072,0,,,
08367073,0,,,
08367074,0,,,
08367075,0,,,
08367076,0,,,
08367077,0,,,
08367078,0,,,
08367079,0,,,
08367080,0,,,
08367081,0,,,
08367082,0,,,
08367083,0,,,
08367084,0,,,
08367085,0,,,
08367086,0,,,
08367087,0,,,
08367088,0,,,
08367089,0,,,
08367090,0,,,
08367091,0,,,
08367092,0,,,
08367093,0,,,
08367094,0,,,
08367095,0,,,
08367096,0,,,
08367097,0,,,
08367098,0,,,
08367099,0,,,
08367100,0,,,
08367101,0,,,
08367102,0,,,
08367103,0,,,
08367104,0,,,
08367105,0,,,
08367106,0,,,
08367107,0,,,
08367108,0,,,
08367109,0,,,
08367110,0,,,
08367111,0,,,
08367112,0,,,
08367113,0,,,
08367114,0,,,
08367115,0,,,
08367116,0,,,
08367117,0,,,
08367118,0,,,
08367119,0,,,
08367120,0,,,
08367121,0,,,
08367122,0,,,
08367123,0,,,
08367124,0,,,
08367125,0,,,
08367126,0,,,
08367127,0,,,
08367128,0,,,
08367129,0,,,
08367130,0,,,
08367131,0,,,
08367132,0,,,
08367133,0,,,
08367134,0,,,
08367135,0,,,
08367136,0,,,
08367137,0,,,
08367138,0,,,
08367139,0,,,
08367140,0,,,
08367141,0,,,
08367142,0,,,
08367143,0,,,
08367144,0,,,
08367145,0,,,
08367146,0,,,
08367147,0,,,
08367148,0,,,
08367149,0,,,
08367150,0,,,
08367151,0,,,
08367152,0,,,
08367153,0,,,
08367154,0,,,
08367155,0,,,
08367156,0,,,
08367157,0,,,
08367158,0,,,
08367159,0,,,
08367160,0,,,
08367161,0,,,
08367162,0,,,
08367163,0,,,
08367164,0,,,
08367165,0,,,
08367166,0,,,
08367167,0,,,
08367168,0,,,
08367169,0,,,
08367170,0,,,
08367171,0,,,
08367172,0,,,
08367173,0,,,
08367174,0,,,
08367175,0,,,
08367176,0,,,
08367177,0,,,
08367178,0,,,
08367179,0,,,
08367180,0,,,
08367181,0,,,
08367182,0,,,
08367183,0,,,
08367184,0,,,
08367185,0,,,
08367186,0,,,
08367187,0,,,
08367188,0,,,
08367189,0,,,
08367190,0,,,
08367191,0,,,
08367192,0,,,
08367193,0,,,
08367194,0,,,
08367195,0,,,
08367196,0,,,
08367197,0,,,
08367198,0,,,
08367199,0,,,
08367200,0,,,
08367201,0,,,
08367202,0,,,
08367203,0,,,
08367204,0,,,
08367205,0,,,
08367206,0,,,
08367207,0,,,
08367208,0,,,
08367209,0,,,
08367210,0,,,
08367211,0,,,
08367212,0,,,
08367213,0,,,
08367214,0,,,
08367215,0,,,
08367216,0,,,
08367217,0,,,
08367218,0,,,
08367219,0,,,
08367220,0,,,
08367221,0,,,
08367222,0,,,
08367223,0,,,
08367224,0,,,
08367225,0,,,
08367226,0,,,
08367227,0,,,
08367228,0,,,
08367229,0,,,
08367230,0,,,
08367231,0,,,
08367232,0,,,
08367233,0,,,
08367234,0,,,
08367235,0,,,
08367236,0,,,
08367237,0,,,
08367238,0,,,
08367239,0,,,
08367240,0,,,
08367241,0,,,
08367242,0,,,
08367243,0,,,
08367244,0,,,
08367245,0,,,
08367246,0,,,
08367247,0,,,
08367248,0,,,
08367249,0,,,
08367250,0,,,
08367251,0,,,
08367252,0,,,
08367253,0,,,
08367254,0,,,
08367255,0,,,
08367256,0,,,
08367257,0,,,
08367258,0,,,
08367259,0,,,
08367260,0,,,
08367261,0,,,
08367262,0,,,
08367263,0,,,
08367264,0,,,
08367265,0,,,
08367266,0,,,
08367267,0,,,
08367268,0,,,
08367269,0,,,
08367270,0,,,
08367271,0,,,
08367272,0,,,
08367273,0,,,
08367274,0,,,
08367275,0,,,
08367276,0,,,
08367277,0,,,
08367278,0,,,
08367279,0,,,
08367280,0,,,
08367281,0,,,
08367282,0,,,
08367283,0,,,
08367284,0,,,
08367285,0,,,
08367286,0,,,
08367287,0,,,
08367288,0,,,
08367289,0,,,
08367290,0,,,
08367291,0,,,
08367292,0,,,
08367293,0,,,
08367294,0,,,
08367295,0,,,
08367296,0,,,
08367297,0,,,
08367298,0,,,
08367299,0,,,
08367300,0,,,
08367301,0,,,
08367302,0,,,
08367303,0,,,
08367304,0,,,
08367305,0,,,
08367306,0,,,
08367307,0,,,
08367308,0,,,
08367309,0,,,
08367310,0,,,
08367311,0,,,
08367312,0,,,
08367313,0,,,
08367314,0,,,
08367315,0,,,
08367316,0,,,
08367317,0,,,
08367318,0,,,
08367319,0,,,
08367320,0,,,
08367321,0,,,
08367322,0,,,
08367323,0,,,
08367324,0,,,
08367325,0,,,
08367326,0,,,
08367327,0,,,
08367328,0,,,
08367329,0,,,
08367330,0,,,
08367331,0,,,
08367332,0,,,
08367333,0,,,
08367334,0,,,
08367335,0,,,
08367336,0,,,
08367337,0,,,
08367338,0,,,
08367339,0,,,
08367340,0,,,
08367341,0,,,
08367342,0,,,
08367343,0,,,
08367344,0,,,
08367345,0,,,
08367346,0,,,
08367347,0,,,
08367348,0,,,
08367349,0,,,
08367350,0,,,
08367351,0,,,
08367352,0,,,
08367353,0,,,
08367354,0,,,
08367355,0,,,
08367356,0,,,
08367357,0,,,
08367358,0,,,
08367359,0,,,
08367360,0,,,
08367361,0,,,
08367362,0,,,
08367363,0,,,
08367364,0,,,
08367365,0,,,
08367366,0,,,
08367367,0,,,
08367368,0,,,
08367369,0,,,
08367370,0,,,
08367371,0,,,
08367372,0,,,
08367373,0,,,
08367374,0,,,
08367375,0,,,
08367376,0,,,
08367377,0,,,
08367378,0,,,
08367379,0,,,
08367380,0,,,
08367381,0,,,
08367382,0,,,
08367383,0,,,
08367384,0,,,
08367385,0,,,
08367386,0,,,
08367387,0,,,
08367388,0,,,
08367389,0,,,
08367390,0,,,
08367391,0,,,
08367392,0,,,
08367393,0,,,
08367394,0,,,
08367395,0,,,
08367396,0,,,
08367397,0,,,
08367398,0,,,
08367399,0,,,
08367400,0,,,
08367401,0,,,
08367402,0,,,
08367403,0,,,
08367404,0,,,
08367405,0,,,
08367406,0,,,
08367407,0,,,
08367408,0,,,
08367409,0,,,
08367410,0,,,
08367411,0,,,
08367412,0,,,
08367413,0,,,
08367414,0,,,
08367415,0,,,
08367416,0,,,
08367417,0,,,
08367418,0,,,
08367419,0,,,
08367420,0,,,
08367421,0,,,
08367422,0,,,
08367423,0,,,
08367424,0,,,
08367425,0,,,
08367426,0,,,
08367427,0,,,
08367428,0,,,
08367429,0,,,
08367430,0,,,
08367431,0,,,
08367432,0,,,
08367433,0,,,
08367434,0,,,
08367435,0,,,
08367436,0,,,
08367437,0,,,
08367438,0,,,
08367439,0,,,
08367440,0,,,
08367441,0,,,
08367442,0,,,
08367443,0,,,
08367444,0,,,
08367445,0,,,
08367446,0,,,
08367447,0,,,
08367448,0,,,
08367449,0,,,
08367450,0,,,
08367451,0,,,
08367452,0,,,
08367453,0,,,
08367454,0,,,
08367455,0,,,
08367456,0,,,
08367457,0,,,
08367458,0,,,
08367459,0,,,
08367460,0,,,
08367461,0,,,
08367462,0,,,
08367463,0,,,
08367464,0,,,
08367465,0,,,
08367466,0,,,
08367467,0,,,
08367468,0,,,
08367469,0,,,
08367470,0,,,
08367471,0,,,
08367472,0,,,
08367473,0,,,
08367474,0,,,
08367475,0,,,
08367476,0,,,
08367477,0,,,
08367478,0,,,
08367479,0,,,
08367480,0,,,
08367481,0,,,
08367482,0,,,
08367483,0,,,
08367484,0,,,
08367485,0,,,
08367486,0,,,
08367487,0,,,
08367488,0,,,
08367489,0,,,
08367490,0,,,
08367491,0,,,
08367492,0,,,
08367493,0,,,
08367494,0,,,
08367495,0,,,
08367496,0,,,
08367497,0,,,
08367498,0,,,
08367499,0,,,
08367500,0,,,
08367501,0,,,
08367502,0,,,
08367503,0,,,
08367504,0,,,
08367505,0,,,
08367506,0,,,
08367507,0,,,
08367508,0,,,
08367509,0,,,
08367510,0,,,
08367511,0,,,
08367512,0,,,
08367513,0,,,
08367514,0,,,
08367515,0,,,
08367516,0,,,
08367517,0,,,
08367518,0,,,
08367519,0,,,
08367520,0,,,
08367521,0,,,
08367522,0,,,
08367523,0,,,
08367524,0,,,
08367525,0,,,
08367526,0,,,
08367527,0,,,
08367528,0,,,
08367529,0,,,
08367530,0,,,
08367531,0,,,
08367532,0,,,
08367533,0,,,
08367534,0,,,
08367535,0,,,
08367536,0,,,
08367537,0,,,
08367538,0,,,
08367539,0,,,
08367540,0,,,
08367541,0,,,
08367542,0,,,
08367543,0,,,
08367544,0,,,
08367545,0,,,
08367546,0,,,
08367547,0,,,
08367548,0,,,
08367549,0,,,
08367550,0,,,
08367551,0,,,
08367552,0,,,
08367553,0,,,
08367554,0,,,
08367555,0,,,
08367556,0,,,
08367557,0,,,
08367558,0,,,
08367559,0,,,
08367560,0,,,
08367561,0,,,
08367562,0,,,
08367563,0,,,
08367564,0,,,
08367565,0,,,
08367566,0,,,
08367567,0,,,
08367568,0,,,
08367569,0,,,
08367570,0,,,
08367571,0,,,
08367572,0,,,
08367573,0,,,
08367574,0,,,
08367575,0,,,
08367576,0,,,
08367577,0,,,
08367578,0,,,
08367579,0,,,
08367580,0,,,
08367581,0,,,
08367582,0,,,
08367583,0,,,
08367584,0,,,
08367585,0,,,
08367586,0,,,
08367587,0,,,
08367588,0,,,
08367589,0,,,
08367590,0,,,
08367591,0,,,
08367592,0,,,
08367593,0,,,
08367594,0,,,
08367595,0,,,
08367596,0,,,
08367597,0,,,
08367598,0,,,
08367599,0,,,
08367600,0,,,
08367601,0,,,
08367602,0,,,
08367603,0,,,
08367604,0,,,
08367605,0,,,
08367606,0,,,
08367607,0,,,
08367608,0,,,
08367609,0,,,
08367610,0,,,
08367611,0,,,
08367612,0,,,
08367613,0,,,
08367614,0,,,
08367615,0,,,
08367616,0,,,
08367617,0,,,
08367618,0,,,
08367619,0,,,
08367620,0,,,
08367621,0,,,
08367622,0,,,
08367623,0,,,
08367624,0,,,
08367625,0,,,
08367626,0,,,
08367627,0,,,
08367628,0,,,
08367629,0,,,
08367630,0,,,
08367631,0,,,
08367632,0,,,
08367633,0,,,
08367634,0,,,
08367635,0,,,
08367636,0,,,
08367637,0,,,
08367638,0,,,
08367639,0,,,
08367640,0,,,
08367641,0,,,
08367642,0,,,
08367643,0,,,
08367644,0,,,
08367645,0,,,
08367646,0,,,
08367647,0,,,
08367648,0,,,
08367649,0,,,
08367650,0,,,
08367651,0,,,
08367652,0,,,
08367653,0,,,
08367654,0,,,
08367655,0,,,
08367656,0,,,
08367657,0,,,
08367658,0,,,
08367659,0,,,
08367660,0,,,
08367661,0,,,
08367662,0,,,
08367663,0,,,
08367664,0,,,
08367665,0,,,
08367666,0,,,
08367667,0,,,
08367668,0,,,
08367669,0,,,
08367670,0,,,
08367671,0,,,
08367672,0,,,
08367673,0,,,
08367674,0,,,
08367675,0,,,
08367676,0,,,
08367677,0,,,
08367678,0,,,
08367679,0,,,
08367680,0,,,
08367681,0,,,
08367682,0,,,
08367683,0,,,
08367684,0,,,
08367685,0,,,
08367686,0,,,
08367687,0,,,
08367688,0,,,
08367689,0,,,
08367690,0,,,
08367691,0,,,
08367692,0,,,
08367693,0,,,
08367694,0,,,
08367695,0,,,
08367696,0,,,
08367697,0,,,
08367698,0,,,
08367699,0,,,
08367700,0,,,
08367701,0,,,
08367702,0,,,
08367703,0,,,
08367704,0,,,
08367705,0,,,
08367706,0,,,
08367707,0,,,
08367708,0,,,
08367709,0,,,
08367710,0,,,
08367711,0,,,
08367712,0,,,
08367713,0,,,
08367714,0,,,
08367715,0,,,
08367716,0,,,
08367717,0,,,
08367718,0,,,
08367719,0,,,
08367720,0,,,
08367721,0,,,
08367722,0,,,
08367723,0,,,
08367724,0,,,
08367725,0,,,
08367726,0,,,
08367727,0,,,
08367728,0,,,
08367729,0,,,
08367730,0,,,
08367731,0,,,
08367732,0,,,
08367733,0,,,
08367734,0,,,
08367735,0,,,
08367736,0,,,
08367737,0,,,
08367738,0,,,
08367739,0,,,
08367740,0,,,
08367741,0,,,
08367742,0,,,
08367743,0,,,
08367744,0,,,
08367745,0,,,
08367746,0,,,
08367747,0,,,
08367748,0,,,
08367749,0,,,
08367750,0,,,
08367751,0,,,
08367752,0,,,
08367753,0,,,
08367754,0,,,
08367755,0,,,
08367756,0,,,
08367757,0,,,
08367758,0,,,
08367759,0,,,
08367760,0,,,
08367761,0,,,
08367762,0,,,
08367763,0,,,
08367764,0,,,
08367765,0,,,
08367766,0,,,
08367767,0,,,
08367768,0,,,
08367769,0,,,
08367770,0,,,
08367771,0,,,
08367772,0,,,
08367773,0,,,
08367774,0,,,
08367775,0,,,
08367776,0,,,
08367777,0,,,
08367778,0,,,
08367779,0,,,
08367780,0,,,
08367781,0,,,
08367782,0,,,
08367783,0,,,
08367784,0,,,
08367785,0,,,
08367786,0,,,
08367787,0,,,
08367788,0,,,
08367789,0,,,
08367790,0,,,
08367791,0,,,
08367792,0,,,
08367793,0,,,
08367794,0,,,
08367795,0,,,
08367796,0,,,
08367797,0,,,
08367798,0,,,
08367799,0,,,
08367800,0,,,
08367801,0,,,
08367802,0,,,
08367803,0,,,
08367804,0,,,
08367805,0,,,
08367806,0,,,
08367807,0,,,
08367808,0,,,
08367809,0,,,
08367810,0,,,
08367811,0,,,
08367812,0,,,
08367813,0,,,
08367814,0,,,
08367815,0,,,
08367816,0,,,
08367817,0,,,
08367818,0,,,
08367819,0,,,
08367820,0,,,
08367821,0,,,
08367822,0,,,
08367823,0,,,
08367824,0,,,
08367825,0,,,
08367826,0,,,
08367827,0,,,
08367828,0,,,
08367829,0,,,
08367830,0,,,
08367831,0,,,
08367832,0,,,
08367833,0,,,
08367834,0,,,
08367835,0,,,
08367836,0,,,
08367837,0,,,
08367838,0,,,
08367839,0,,,
08367840,0,,,
08367841,0,,,
08367842,0,,,
08367843,0,,,
08367844,0,,,
08367845,0,,,
08367846,0,,,
08367847,0,,,
08367848,0,,,
08367849,0,,,
08367850,0,,,
08367851,0,,,
08367852,0,,,
08367853,0,,,
08367854,0,,,
08367855,0,,,
08367856,0,,,
08367857,0,,,
08367858,0,,,
08367859,0,,,
08367860,0,,,
08367861,0,,,
08367862,0,,,
08367863,0,,,
08367864,0,,,
08367865,0,,,
08367866,0,,,
08367867,0,,,
08367868,0,,,
08367869,0,,,
08367870,0,,,
08367871,0,,,
08367872,0,,,
08367873,0,,,
08367874,0,,,
08367875,0,,,
08367876,0,,,
08367877,0,,,
08367878,0,,,
08367879,0,,,
08367880,0,,,
08367881,0,,,
08367882,0,,,
08367883,0,,,
08367884,0,,,
08367885,0,,,
08367886,0,,,
08367887,0,,,
08367888,0,,,
08367889,0,,,
08367890,0,,,
08367891,0,,,
08367892,0,,,
08367893,0,,,
08367894,0,,,
08367895,0,,,
08367896,0,,,
08367897,0,,,
08367898,0,,,
08367899,0,,,
08367900,0,,,
08367901,0,,,
08367902,0,,,
08367903,0,,,
08367904,0,,,
08367905,0,,,
08367906,0,,,
08367907,0,,,
08367908,0,,,
08367909,0,,,
08367910,0,,,
08367911,0,,,
08367912,0,,,
08367913,0,,,
08367914,0,,,
08367915,0,,,
08367916,0,,,
08367917,0,,,
08367918,0,,,
08367919,0,,,
08367920,0,,,
08367921,0,,,
08367922,0,,,
08367923,0,,,
08367924,0,,,
08367925,0,,,
08367926,0,,,
08367927,0,,,
08367928,0,,,
08367929,0,,,
08367930,0,,,
08367931,0,,,
08367932,0,,,
08367933,0,,,
08367934,0,,,
08367935,0,,,
08367936,0,,,
08367937,0,,,
08367938,0,,,
08367939,0,,,
08367940,0,,,
08367941,0,,,
08367942,0,,,
08367943,0,,,
08367944,0,,,
08367945,0,,,
08367946,0,,,
08367947,0,,,
08367948,0,,,
08367949,0,,,
08367950,0,,,
08367951,0,,,
08367952,0,,,
08367953,0,,,
08367954,0,,,
08367955,0,,,
08367956,0,,,
08367957,0,,,
08367958,0,,,
08367959,0,,,
08367960,0,,,
08367961,0,,,
08367962,0,,,
08367963,0,,,
08367964,0,,,
08367965,0,,,
08367966,0,,,
08367967,0,,,
08367968,0,,,
08367969,0,,,
08367970,0,,,
08367971,0,,,
08367972,0,,,
08367973,0,,,
08367974,0,,,
08367975,0,,,
08367976,0,,,
08367977,0,,,
08367978,0,,,
08367979,0,,,
08367980,0,,,
08367981,0,,,
08367982,0,,,
08367983,0,,,
08367984,0,,,
08367985,0,,,
08367986,0,,,
08367987,0,,,
08367988,0,,,
08367989,0,,,
08367990,0,,,
08367991,0,,,
08367992,0,,,
08367993,0,,,
08367994,0,,,
08367995,0,,,
08367996,0,,,
08367997,0,,,
08367998,0,,,
08367999,0,,,
08368000,0,,,
08368001,0,,,
08368002,0,,,
08368003,0,,,
08368004,0,,,
08368005,0,,,
08368006,0,,,
08368007,0,,,
08368008,0,,,
08368009,0,,,
08368010,0,,,
08368011,0,,,
08368012,0,,,
08368013,0,,,
08368014,0,,,
08368015,0,,,
08368016,0,,,
08368017,0,,,
08368018,0,,,
08368019,0,,,
08368020,0,,,
08368021,0,,,
08368022,0,,,
08368023,0,,,
08368024,0,,,
08368025,0,,,
08368026,0,,,
08368027,0,,,
08368028,0,,,
08368029,0,,,
08368030,0,,,
08368031,0,,,
08368032,0,,,
08368033,0,,,
08368034,0,,,
08368035,0,,,
08368036,0,,,
08368037,0,,,
08368038,0,,,
08368039,0,,,
08368040,0,,,
08368041,0,,,
08368042,0,,,
08368043,0,,,
08368044,0,,,
08368045,0,,,
08368046,0,,,
08368047,0,,,
08368048,0,,,
08368049,0,,,
08368050,0,,,
08368051,0,,,
08368052,0,,,
08368053,0,,,
08368054,0,,,
08368055,0,,,
08368056,0,,,
08368057,0,,,
08368058,0,,,
08368059,0,,,
08368060,0,,,
08368061,0,,,
08368062,0,,,
08368063,0,,,
08368064,0,,,
08368065,0,,,
08368066,0,,,
08368067,0,,,
08368068,0,,,
08368069,0,,,
08368070,0,,,
08368071,0,,,
08368072,0,,,
08368073,0,,,
08368074,0,,,
08368075,0,,,
08368076,0,,,
08368077,0,,,
08368078,0,,,
08368079,0,,,
08368080,0,,,
08368081,0,,,
08368082,0,,,
08368083,0,,,
08368084,0,,,
08368085,0,,,
08368086,0,,,
08368087,0,,,
08368088,0,,,
08368089,0,,,
08368090,0,,,
08368091,0,,,
08368092,0,,,
08368093,0,,,
08368094,0,,,
08368095,0,,,
08368096,0,,,
08368097,0,,,
08368098,0,,,
08368099,0,,,
08368100,0,,,
08368101,0,,,
08368102,0,,,
08368103,0,,,
08368104,0,,,
08368105,0,,,
08368106,0,,,
08368107,0,,,
08368108,0,,,
