asd,co2,Columna1,Columna2,Columna2
41007977,0,,,
41007978,0,,,
41007979,0,,,
41007980,0,,,
41007981,0,,,
41007982,0,,,
41007983,0,,,
41007984,0,,,
41007985,0,,,
41007986,0,,,
41007987,0,,,
41007988,0,,,
41007989,0,,,
41007990,0,,,
41007991,0,,,
41007992,0,,,
41007993,0,,,
41007994,0,,,
41007995,0,,,
41007996,0,,,
41007997,0,,,
41007998,0,,,
41007999,0,,,
41008000,0,,,
41008001,0,,,
41008002,0,,,
41008003,0,,,
41008004,0,,,
41008005,0,,,
41008006,0,,,
41008007,0,,,
41008008,0,,,
41008009,0,,,
41008010,0,,,
41008011,0,,,
41008012,0,,,
41008013,0,,,
41008014,0,,,
41008015,0,,,
41008016,0,,,
41008017,0,,,
41008018,0,,,
41008019,0,,,
41008020,0,,,
41008021,0,,,
41008022,0,,,
41008023,0,,,
41008024,0,,,
41008025,0,,,
41008026,0,,,
41008027,0,,,
41008028,0,,,
41008029,0,,,
41008030,0,,,
41008031,0,,,
41008032,0,,,
41008033,0,,,
41008034,0,,,
41008035,0,,,
41008036,0,,,
41008037,0,,,
41008038,0,,,
41008039,0,,,
41008040,0,,,
41008041,0,,,
41008042,0,,,
41008043,0,,,
41008044,0,,,
41008045,0,,,
41008046,0,,,
41008047,0,,,
41008048,0,,,
41008049,0,,,
41008050,0,,,
41008051,0,,,
41008052,0,,,
41008053,0,,,
41008054,0,,,
41008055,0,,,
41008056,0,,,
41008057,0,,,
41008058,0,,,
41008059,0,,,
41008060,0,,,
41008061,0,,,
41008062,0,,,
41008063,0,,,
41008064,0,,,
41008065,0,,,
41008066,0,,,
41008067,0,,,
41008068,0,,,
41008069,0,,,
41008070,0,,,
41008071,0,,,
41008072,0,,,
41008073,0,,,
41008074,0,,,
41008075,0,,,
41008076,0,,,
41008077,0,,,
41008078,0,,,
41008079,0,,,
41008080,0,,,
41008081,0,,,
41008082,0,,,
41008083,0,,,
41008084,0,,,
41008085,0,,,
41008086,0,,,
41008087,0,,,
41008088,0,,,
41008089,0,,,
41008090,0,,,
41008091,0,,,
41008092,0,,,
41008093,0,,,
41008094,0,,,
41008095,0,,,
41008096,0,,,
41008097,0,,,
41008098,0,,,
41008099,0,,,
41008100,0,,,
41008101,0,,,
41008102,0,,,
41008103,0,,,
41008104,0,,,
41008105,0,,,
41008106,0,,,
41008107,0,,,
41008108,0,,,
41008109,0,,,
41008110,0,,,
41008111,0,,,
41008112,0,,,
41008113,0,,,
41008114,0,,,
41008115,0,,,
41008116,0,,,
41008117,0,,,
41008118,0,,,
41008119,0,,,
41008120,0,,,
41008121,0,,,
41008122,0,,,
41008123,0,,,
41008124,0,,,
41008125,0,,,
41008126,0,,,
41008127,0,,,
41008128,0,,,
41008129,0,,,
41008130,0,,,
41008131,0,,,
41008132,0,,,
41008133,0,,,
41008134,0,,,
41008135,0,,,
41008136,0,,,
41008137,0,,,
41008138,0,,,
41008139,0,,,
41008140,0,,,
41008141,0,,,
41008142,0,,,
41008143,0,,,
41008144,0,,,
41008145,0,,,
41008146,0,,,
41008147,0,,,
41008148,0,,,
41008149,0,,,
41008150,0,,,
41008151,0,,,
41008152,0,,,
41008153,0,,,
41008154,0,,,
41008155,0,,,
41008156,0,,,
41008157,0,,,
41008158,0,,,
41008159,0,,,
41008160,0,,,
41008161,0,,,
41008162,0,,,
41008163,0,,,
41008164,0,,,
41008165,0,,,
41008166,0,,,
41008167,0,,,
41008168,0,,,
41008169,0,,,
41008170,0,,,
41008171,0,,,
41008172,0,,,
41008173,0,,,
41008174,0,,,
41008175,0,,,
41008176,0,,,
41008177,0,,,
41008178,0,,,
41008179,0,,,
41008180,0,,,
41008181,0,,,
41008182,0,,,
41008183,0,,,
41008184,0,,,
41008185,0,,,
41008186,0,,,
41008187,0,,,
41008188,0,,,
41008189,0,,,
41008190,0,,,
41008191,0,,,
41008192,0,,,
41008193,0,,,
41008194,0,,,
41008195,0,,,
41008196,0,,,
41008197,0,,,
41008198,0,,,
41008199,0,,,
41008200,0,,,
41008201,0,,,
41008202,0,,,
41008203,0,,,
41008204,0,,,
41008205,0,,,
41008206,0,,,
41008207,0,,,
41008208,0,,,
41008209,0,,,
41008210,0,,,
41008211,0,,,
41008212,0,,,
41008213,0,,,
41008214,0,,,
41008215,0,,,
41008216,0,,,
41008217,0,,,
41008218,0,,,
41008219,0,,,
41008220,0,,,
41008221,0,,,
41008222,0,,,
41008223,0,,,
41008224,0,,,
41008225,0,,,
41008226,0,,,
41008227,0,,,
41008228,0,,,
41008229,0,,,
41008230,0,,,
41008231,0,,,
41008232,0,,,
41008233,0,,,
41008234,0,,,
41008235,0,,,
41008236,0,,,
41008237,0,,,
41008238,0,,,
41008239,0,,,
41008240,0,,,
41008241,0,,,
41008242,0,,,
41008243,0,,,
41008244,0,,,
41008245,0,,,
41008246,0,,,
41008247,0,,,
41008248,0,,,
41008249,0,,,
41008250,0,,,
41008251,0,,,
41008252,0,,,
41008253,0,,,
41008254,0,,,
41008255,0,,,
41008256,0,,,
41008257,0,,,
41008258,0,,,
41008259,0,,,
41008260,0,,,
41008261,0,,,
41008262,0,,,
41008263,0,,,
41008264,0,,,
41008265,0,,,
41008266,0,,,
41008267,0,,,
41008268,0,,,
41008269,0,,,
41008270,0,,,
41008271,0,,,
41008272,0,,,
41008273,0,,,
41008274,0,,,
41008275,0,,,
41008276,0,,,
41008277,0,,,
41008278,0,,,
41008279,0,,,
41008280,0,,,
41008281,0,,,
41008282,0,,,
41008283,0,,,
41008284,0,,,
41008285,0,,,
41008286,0,,,
41008287,0,,,
41008288,0,,,
41008289,0,,,
41008290,0,,,
41008291,0,,,
41008292,0,,,
41008293,0,,,
41008294,0,,,
41008295,0,,,
41008296,0,,,
41008297,0,,,
41008298,0,,,
41008299,0,,,
41008300,0,,,
41008301,0,,,
41008302,0,,,
41008303,0,,,
41008304,0,,,
41008305,0,,,
41008306,0,,,
41008307,0,,,
41008308,0,,,
41008309,0,,,
41008310,0,,,
41008311,0,,,
41008312,0,,,
41008313,0,,,
41008314,0,,,
41008315,0,,,
41008316,0,,,
41008317,0,,,
41008318,0,,,
41008319,0,,,
41008320,0,,,
41008321,0,,,
41008322,0,,,
41008323,0,,,
41008324,0,,,
41008325,0,,,
41008326,0,,,
41008327,0,,,
41008328,0,,,
41008329,0,,,
41008330,0,,,
41008331,0,,,
41008332,0,,,
41008333,0,,,
41008334,0,,,
41008335,0,,,
41008336,0,,,
41008337,0,,,
41008338,0,,,
41008339,0,,,
41008340,0,,,
41008341,0,,,
41008342,0,,,
41008343,0,,,
41008344,0,,,
41008345,0,,,
41008346,0,,,
41008347,0,,,
41008348,0,,,
41008349,0,,,
41008350,0,,,
41008351,0,,,
41008352,0,,,
41008353,0,,,
41008354,0,,,
41008355,0,,,
41008356,0,,,
41008357,0,,,
41008358,0,,,
41008359,0,,,
41008360,0,,,
41008361,0,,,
41008362,0,,,
41008363,0,,,
41008364,0,,,
41008365,0,,,
41008366,0,,,
41008367,0,,,
41008368,0,,,
41008369,0,,,
41008370,0,,,
41008371,0,,,
41008372,0,,,
41008373,0,,,
41008374,0,,,
41008375,0,,,
41008376,0,,,
41008377,0,,,
41008378,0,,,
41008379,0,,,
41008380,0,,,
41008381,0,,,
41008382,0,,,
41008383,0,,,
41008384,0,,,
41008385,0,,,
41008386,0,,,
41008387,0,,,
41008388,0,,,
41008389,0,,,
41008390,0,,,
41008391,0,,,
41008392,0,,,
41008393,0,,,
41008394,0,,,
41008395,0,,,
41008396,0,,,
41008397,0,,,
41008398,0,,,
41008399,0,,,
41008400,0,,,
41008401,0,,,
41008402,0,,,
41008403,0,,,
41008404,0,,,
41008405,0,,,
41008406,0,,,
41008407,0,,,
41008408,0,,,
41008409,0,,,
41008410,0,,,
41008411,0,,,
41008412,0,,,
41008413,0,,,
41008414,0,,,
41008415,0,,,
41008416,0,,,
41008417,0,,,
41008418,0,,,
41008419,0,,,
41008420,0,,,
41008421,0,,,
41008422,0,,,
41008423,0,,,
41008424,0,,,
41008425,0,,,
41008426,0,,,
41008427,0,,,
41008428,0,,,
41008429,0,,,
41008430,0,,,
41008431,0,,,
41008432,0,,,
41008433,0,,,
41008434,0,,,
41008435,0,,,
41008436,0,,,
41008437,0,,,
41008438,0,,,
41008439,0,,,
41008440,0,,,
41008441,0,,,
41008442,0,,,
41008443,0,,,
41008444,0,,,
41008445,0,,,
41008446,0,,,
41008447,0,,,
41008448,0,,,
41008449,0,,,
41008450,0,,,
41008451,0,,,
41008452,0,,,
41008453,0,,,
41008454,0,,,
41008455,0,,,
41008456,0,,,
41008457,0,,,
41008458,0,,,
41008459,0,,,
41008460,0,,,
41008461,0,,,
41008462,0,,,
41008463,0,,,
41008464,0,,,
41008465,0,,,
41008466,0,,,
41008467,0,,,
41008468,0,,,
41008469,0,,,
41008470,0,,,
41008471,0,,,
41008472,0,,,
41008473,0,,,
41008474,0,,,
41008475,0,,,
41008476,0,,,
41008477,0,,,
41008478,0,,,
41008479,0,,,
41008480,0,,,
41008481,0,,,
41008482,0,,,
41008483,0,,,
41008484,0,,,
41008485,0,,,
41008486,0,,,
41008487,0,,,
41008488,0,,,
41008489,0,,,
41008490,0,,,
41008491,0,,,
41008492,0,,,
41008493,0,,,
41008494,0,,,
41008495,0,,,
41008496,0,,,
41008497,0,,,
41008498,0,,,
41008499,0,,,
41008500,0,,,
41008501,0,,,
41008502,0,,,
41008503,0,,,
41008504,0,,,
41008505,0,,,
41008506,0,,,
41008507,0,,,
41008508,0,,,
41008509,0,,,
41008510,0,,,
41008511,0,,,
41008512,0,,,
41008513,0,,,
41008514,0,,,
41008515,0,,,
41008516,0,,,
41008517,0,,,
41008518,0,,,
41008519,0,,,
41008520,0,,,
41008521,0,,,
41008522,0,,,
41008523,0,,,
41008524,0,,,
41008525,0,,,
41008526,0,,,
41008527,0,,,
41008528,0,,,
41008529,0,,,
41008530,0,,,
41008531,0,,,
41008532,0,,,
41008533,0,,,
41008534,0,,,
41008535,0,,,
41008536,0,,,
41008537,0,,,
41008538,0,,,
41008539,0,,,
41008540,0,,,
41008541,0,,,
41008542,0,,,
41008543,0,,,
41008544,0,,,
41008545,0,,,
41008546,0,,,
41008547,0,,,
41008548,0,,,
41008549,0,,,
41008550,0,,,
41008551,0,,,
41008552,0,,,
41008553,0,,,
41008554,0,,,
41008555,0,,,
41008556,0,,,
41008557,0,,,
41008558,0,,,
41008559,0,,,
41008560,0,,,
41008561,0,,,
41008562,0,,,
41008563,0,,,
41008564,0,,,
41008565,0,,,
41008566,0,,,
41008567,0,,,
41008568,0,,,
41008569,0,,,
41008570,0,,,
41008571,0,,,
41008572,0,,,
41008573,0,,,
41008574,0,,,
41008575,0,,,
41008576,0,,,
41008577,0,,,
41008578,0,,,
41008579,0,,,
41008580,0,,,
41008581,0,,,
41008582,0,,,
41008583,0,,,
41008584,0,,,
41008585,0,,,
41008586,0,,,
41008587,0,,,
41008588,0,,,
41008589,0,,,
41008590,0,,,
41008591,0,,,
41008592,0,,,
41008593,0,,,
41008594,0,,,
41008595,0,,,
41008596,0,,,
41008597,0,,,
41008598,0,,,
41008599,0,,,
41008600,0,,,
41008601,0,,,
41008602,0,,,
41008603,0,,,
41008604,0,,,
41008605,0,,,
41008606,0,,,
41008607,0,,,
41008608,0,,,
41008609,0,,,
41008610,0,,,
41008611,0,,,
41008612,0,,,
41008613,0,,,
41008614,0,,,
41008615,0,,,
41008616,0,,,
41008617,0,,,
41008618,0,,,
41008619,0,,,
41008620,0,,,
41008621,0,,,
41008622,0,,,
41008623,0,,,
41008624,0,,,
41008625,0,,,
41008626,0,,,
41008627,0,,,
41008628,0,,,
41008629,0,,,
41008630,0,,,
41008631,0,,,
41008632,0,,,
41008633,0,,,
41008634,0,,,
41008635,0,,,
41008636,0,,,
41008637,0,,,
41008638,0,,,
41008639,0,,,
41008640,0,,,
41008641,0,,,
41008642,0,,,
41008643,0,,,
41008644,0,,,
41008645,0,,,
41008646,0,,,
41008647,0,,,
41008648,0,,,
41008649,0,,,
41008650,0,,,
41008651,0,,,
41008652,0,,,
41008653,0,,,
41008654,0,,,
41008655,0,,,
41008656,0,,,
41008657,0,,,
41008658,0,,,
41008659,0,,,
41008660,0,,,
41008661,0,,,
41008662,0,,,
41008663,0,,,
41008664,0,,,
41008665,0,,,
41008666,0,,,
41008667,0,,,
41008668,0,,,
41008669,0,,,
41008670,0,,,
41008671,0,,,
41008672,0,,,
41008673,0,,,
41008674,0,,,
41008675,0,,,
41008676,0,,,
41008677,0,,,
41008678,0,,,
41008679,0,,,
41008680,0,,,
41008681,0,,,
41008682,0,,,
41008683,0,,,
41008684,0,,,
41008685,0,,,
41008686,0,,,
41008687,0,,,
41008688,0,,,
41008689,0,,,
41008690,0,,,
41008691,0,,,
41008692,0,,,
41008693,0,,,
41008694,0,,,
41008695,0,,,
41008696,0,,,
41008697,0,,,
41008698,0,,,
41008699,0,,,
41008700,0,,,
41008701,0,,,
41008702,0,,,
41008703,0,,,
41008704,0,,,
41008705,0,,,
41008706,0,,,
41008707,0,,,
41008708,0,,,
41008709,0,,,
41008710,0,,,
41008711,0,,,
41008712,0,,,
41008713,0,,,
41008714,0,,,
41008715,0,,,
41008716,0,,,
41008717,0,,,
41008718,0,,,
41008719,0,,,
41008720,0,,,
41008721,0,,,
41008722,0,,,
41008723,0,,,
41008724,0,,,
41008725,0,,,
41008726,0,,,
41008727,0,,,
41008728,0,,,
41008729,0,,,
41008730,0,,,
41008731,0,,,
41008732,0,,,
41008733,0,,,
41008734,0,,,
41008735,0,,,
41008736,0,,,
41008737,0,,,
41008738,0,,,
41008739,0,,,
41008740,0,,,
41008741,0,,,
41008742,0,,,
41008743,0,,,
41008744,0,,,
41008745,0,,,
41008746,0,,,
41008747,0,,,
41008748,0,,,
41008749,0,,,
41008750,0,,,
41008751,0,,,
41008752,0,,,
41008753,0,,,
41008754,0,,,
41008755,0,,,
41008756,0,,,
41008757,0,,,
41008758,0,,,
41008759,0,,,
41008760,0,,,
41008761,0,,,
41008762,0,,,
41008763,0,,,
41008764,0,,,
41008765,0,,,
41008766,0,,,
41008767,0,,,
41008768,0,,,
41008769,0,,,
41008770,0,,,
41008771,0,,,
41008772,0,,,
41008773,0,,,
41008774,0,,,
41008775,0,,,
41008776,0,,,
41008777,0,,,
41008778,0,,,
41008779,0,,,
41008780,0,,,
41008781,0,,,
41008782,0,,,
41008783,0,,,
41008784,0,,,
41008785,0,,,
41008786,0,,,
41008787,0,,,
41008788,0,,,
41008789,0,,,
41008790,0,,,
41008791,0,,,
41008792,0,,,
41008793,0,,,
41008794,0,,,
41008795,0,,,
41008796,0,,,
41008797,0,,,
41008798,0,,,
41008799,0,,,
41008800,0,,,
41008801,0,,,
41008802,0,,,
41008803,0,,,
41008804,0,,,
41008805,0,,,
41008806,0,,,
41008807,0,,,
41008808,0,,,
41008809,0,,,
41008810,0,,,
41008811,0,,,
41008812,0,,,
41008813,0,,,
41008814,0,,,
41008815,0,,,
41008816,0,,,
41008817,0,,,
41008818,0,,,
41008819,0,,,
41008820,0,,,
41008821,0,,,
41008822,0,,,
41008823,0,,,
41008824,0,,,
41008825,0,,,
41008826,0,,,
41008827,0,,,
41008828,0,,,
41008829,0,,,
41008830,0,,,
41008831,0,,,
41008832,0,,,
41008833,0,,,
41008834,0,,,
41008835,0,,,
41008836,0,,,
41008837,0,,,
41008838,0,,,
41008839,0,,,
41008840,0,,,
41008841,0,,,
41008842,0,,,
41008843,0,,,
41008844,0,,,
41008845,0,,,
41008846,0,,,
41008847,0,,,
41008848,0,,,
41008849,0,,,
41008850,0,,,
41008851,0,,,
41008852,0,,,
41008853,0,,,
41008854,0,,,
41008855,0,,,
41008856,0,,,
41008857,0,,,
41008858,0,,,
41008859,0,,,
41008860,0,,,
41008861,0,,,
41008862,0,,,
41008863,0,,,
41008864,0,,,
41008865,0,,,
41008866,0,,,
41008867,0,,,
41008868,0,,,
41008869,0,,,
41008870,0,,,
41008871,0,,,
41008872,0,,,
41008873,0,,,
41008874,0,,,
41008875,0,,,
41008876,0,,,
41008877,0,,,
41008878,0,,,
41008879,0,,,
41008880,0,,,
41008881,0,,,
41008882,0,,,
41008883,0,,,
41008884,0,,,
41008885,0,,,
41008886,0,,,
41008887,0,,,
41008888,0,,,
41008889,0,,,
41008890,0,,,
41008891,0,,,
41008892,0,,,
41008893,0,,,
41008894,0,,,
41008895,0,,,
41008896,0,,,
41008897,0,,,
41008898,0,,,
41008899,0,,,
41008900,0,,,
41008901,0,,,
41008902,0,,,
41008903,0,,,
41008904,0,,,
41008905,0,,,
41008906,0,,,
41008907,0,,,
41008908,0,,,
41008909,0,,,
41008910,0,,,
41008911,0,,,
41008912,0,,,
41008913,0,,,
41008914,0,,,
41008915,0,,,
41008916,0,,,
41008917,0,,,
41008918,0,,,
41008919,0,,,
41008920,0,,,
41008921,0,,,
41008922,0,,,
41008923,0,,,
41008924,0,,,
41008925,0,,,
41008926,0,,,
41008927,0,,,
41008928,0,,,
41008929,0,,,
41008930,0,,,
41008931,0,,,
41008932,0,,,
41008933,0,,,
41008934,0,,,
41008935,0,,,
41008936,0,,,
41008937,0,,,
41008938,0,,,
41008939,0,,,
41008940,0,,,
41008941,0,,,
41008942,0,,,
41008943,0,,,
41008944,0,,,
41008945,0,,,
41008946,0,,,
41008947,0,,,
41008948,0,,,
41008949,0,,,
41008950,0,,,
41008951,0,,,
41008952,0,,,
41008953,0,,,
41008954,0,,,
41008955,0,,,
41008956,0,,,
41008957,0,,,
41008958,0,,,
41008959,0,,,
41008960,0,,,
41008961,0,,,
41008962,0,,,
41008963,0,,,
41008964,0,,,
41008965,0,,,
41008966,0,,,
41008967,0,,,
41008968,0,,,
41008969,0,,,
41008970,0,,,
41008971,0,,,
41008972,0,,,
41008973,0,,,
41008974,0,,,
41008975,0,,,
41008976,0,,,
41008977,0,,,
41008978,0,,,
41008979,0,,,
41008980,0,,,
41008981,0,,,
41008982,0,,,
41008983,0,,,
41008984,0,,,
41008985,0,,,
41008986,0,,,
41008987,0,,,
41008988,0,,,
41008989,0,,,
41008990,0,,,
41008991,0,,,
41008992,0,,,
41008993,0,,,
41008994,0,,,
41008995,0,,,
41008996,0,,,
41008997,0,,,
41008998,0,,,
41008999,0,,,
41009000,0,,,
41009001,0,,,
41009002,0,,,
41009003,0,,,
41009004,0,,,
41009005,0,,,
41009006,0,,,
41009007,0,,,
41009008,0,,,
41009009,0,,,
41009010,0,,,
41009011,0,,,
41009012,0,,,
41009013,0,,,
41009014,0,,,
41009015,0,,,
41009016,0,,,
41009017,0,,,
41009018,0,,,
41009019,0,,,
41009020,0,,,
41009021,0,,,
41009022,0,,,
41009023,0,,,
41009024,0,,,
41009025,0,,,
41009026,0,,,
41009027,0,,,
41009028,0,,,
41009029,0,,,
41009030,0,,,
41009031,0,,,
41009032,0,,,
41009033,0,,,
41009034,0,,,
41009035,0,,,
41009036,0,,,
41009037,0,,,
41009038,0,,,
41009039,0,,,
41009040,0,,,
41009041,0,,,
41009042,0,,,
41009043,0,,,
41009044,0,,,
41009045,0,,,
41009046,0,,,
41009047,0,,,
41009048,0,,,
41009049,0,,,
41009050,0,,,
41009051,0,,,
41009052,0,,,
41009053,0,,,
41009054,0,,,
41009055,0,,,
41009056,0,,,
41009057,0,,,
41009058,0,,,
41009059,0,,,
41009060,0,,,
41009061,0,,,
41009062,0,,,
41009063,0,,,
41009064,0,,,
41009065,0,,,
41009066,0,,,
41009067,0,,,
41009068,0,,,
41009069,0,,,
41009070,0,,,
41009071,0,,,
41009072,0,,,
41009073,0,,,
41009074,0,,,
41009075,0,,,
41009076,0,,,
41009077,0,,,
41009078,0,,,
41009079,0,,,
41009080,0,,,
41009081,0,,,
41009082,0,,,
41009083,0,,,
41009084,0,,,
41009085,0,,,
41009086,0,,,
41009087,0,,,
41009088,0,,,
41009089,0,,,
41009090,0,,,
41009091,0,,,
41009092,0,,,
41009093,0,,,
41009094,0,,,
41009095,0,,,
41009096,0,,,
41009097,0,,,
41009098,0,,,
41009099,0,,,
41009100,0,,,
41009101,0,,,
41009102,0,,,
41009103,0,,,
41009104,0,,,
41009105,0,,,
41009106,0,,,
41009107,0,,,
41009108,0,,,
41009109,0,,,
41009110,0,,,
41009111,0,,,
41009112,0,,,
41009113,0,,,
41009114,0,,,
41009115,0,,,
41009116,0,,,
41009117,0,,,
41009118,0,,,
41009119,0,,,
41009120,0,,,
41009121,0,,,
41009122,0,,,
41009123,0,,,
41009124,0,,,
41009125,0,,,
41009126,0,,,
41009127,0,,,
41009128,0,,,
41009129,0,,,
41009130,0,,,
41009131,0,,,
41009132,0,,,
41009133,0,,,
41009134,0,,,
41009135,0,,,
41009136,0,,,
41009137,0,,,
41009138,0,,,
41009139,0,,,
41009140,0,,,
41009141,0,,,
41009142,0,,,
41009143,0,,,
41009144,0,,,
41009145,0,,,
41009146,0,,,
41009147,0,,,
41009148,0,,,
41009149,0,,,
41009150,0,,,
41009151,0,,,
41009152,0,,,
41009153,0,,,
41009154,0,,,
41009155,0,,,
41009156,0,,,
41009157,0,,,
41009158,0,,,
41009159,0,,,
41009160,0,,,
41009161,0,,,
41009162,0,,,
41009163,0,,,
41009164,0,,,
41009165,0,,,
41009166,0,,,
41009167,0,,,
41009168,0,,,
41009169,0,,,
41009170,0,,,
41009171,0,,,
41009172,0,,,
41009173,0,,,
41009174,0,,,
41009175,0,,,
41009176,0,,,
41009177,0,,,
41009178,0,,,
41009179,0,,,
41009180,0,,,
41009181,0,,,
41009182,0,,,
41009183,0,,,
41009184,0,,,
41009185,0,,,
41009186,0,,,
41009187,0,,,
41009188,0,,,
41009189,0,,,
41009190,0,,,
41009191,0,,,
41009192,0,,,
41009193,0,,,
41009194,0,,,
41009195,0,,,
41009196,0,,,
41009197,0,,,
41009198,0,,,
41009199,0,,,
41009200,0,,,
41009201,0,,,
41009202,0,,,
41009203,0,,,
41009204,0,,,
41009205,0,,,
41009206,0,,,
41009207,0,,,
41009208,0,,,
41009209,0,,,
41009210,0,,,
41009211,0,,,
41009212,0,,,
41009213,0,,,
41009214,0,,,
41009215,0,,,
41009216,0,,,
41009217,0,,,
41009218,0,,,
41009219,0,,,
41009220,0,,,
41009221,0,,,
41009222,0,,,
41009223,0,,,
41009224,0,,,
41009225,0,,,
41009226,0,,,
41009227,0,,,
41009228,0,,,
41009229,0,,,
41009230,0,,,
41009231,0,,,
41009232,0,,,
41009233,0,,,
41009234,0,,,
41009235,0,,,
41009236,0,,,
41009237,0,,,
41009238,0,,,
41009239,0,,,
41009240,0,,,
41009241,0,,,
41009242,0,,,
41009243,0,,,
41009244,0,,,
41009245,0,,,
41009246,0,,,
41009247,0,,,
41009248,0,,,
41009249,0,,,
41009250,0,,,
41009251,0,,,
41009252,0,,,
41009253,0,,,
41009254,0,,,
41009255,0,,,
41009256,0,,,
41009257,0,,,
41009258,0,,,
41009259,0,,,
41009260,0,,,
41009261,0,,,
41009262,0,,,
41009263,0,,,
41009264,0,,,
41009265,0,,,
41009266,0,,,
41009267,0,,,
41009268,0,,,
41009269,0,,,
41009270,0,,,
41009271,0,,,
41009272,0,,,
41009273,0,,,
41009274,0,,,
41009275,0,,,
41009276,0,,,
41009277,0,,,
41009278,0,,,
41009279,0,,,
41009280,0,,,
41009281,0,,,
41009282,0,,,
41009283,0,,,
41009284,0,,,
41009285,0,,,
41009286,0,,,
41009287,0,,,
41009288,0,,,
41009289,0,,,
41009290,0,,,
41009291,0,,,
41009292,0,,,
41009293,0,,,
41009294,0,,,
41009295,0,,,
41009296,0,,,
41009297,0,,,
41009298,0,,,
41009299,0,,,
41009300,0,,,
41009301,0,,,
41009302,0,,,
41009303,0,,,
41009304,0,,,
41009305,0,,,
41009306,0,,,
41009307,0,,,
41009308,0,,,
41009309,0,,,
41009310,0,,,
41009311,0,,,
41009312,0,,,
41009313,0,,,
41009314,0,,,
41009315,0,,,
41009316,0,,,
41009317,0,,,
41009318,0,,,
41009319,0,,,
41009320,0,,,
41009321,0,,,
41009322,0,,,
41009323,0,,,
41009324,0,,,
41009325,0,,,
41009326,0,,,
41009327,0,,,
41009328,0,,,
41009329,0,,,
41009330,0,,,
41009331,0,,,
41009332,0,,,
41009333,0,,,
41009334,0,,,
41009335,0,,,
41009336,0,,,
41009337,0,,,
41009338,0,,,
41009339,0,,,
41009340,0,,,
41009341,0,,,
41009342,0,,,
41009343,0,,,
41009344,0,,,
41009345,0,,,
41009346,0,,,
41009347,0,,,
41009348,0,,,
41009349,0,,,
41009350,0,,,
41009351,0,,,
41009352,0,,,
41009353,0,,,
41009354,0,,,
41009355,0,,,
41009356,0,,,
41009357,0,,,
41009358,0,,,
41009359,0,,,
41009360,0,,,
41009361,0,,,
41009362,0,,,
41009363,0,,,
41009364,0,,,
41009365,0,,,
41009366,0,,,
41009367,0,,,
41009368,0,,,
41009369,0,,,
41009370,0,,,
41009371,0,,,
41009372,0,,,
41009373,0,,,
41009374,0,,,
41009375,0,,,
41009376,0,,,
41009377,0,,,
41009378,0,,,
41009379,0,,,
41009380,0,,,
41009381,0,,,
41009382,0,,,
41009383,0,,,
41009384,0,,,
41009385,0,,,
41009386,0,,,
41009387,0,,,
41009388,0,,,
41009389,0,,,
41009390,0,,,
41009391,0,,,
41009392,0,,,
41009393,0,,,
41009394,0,,,
41009395,0,,,
41009396,0,,,
41009397,0,,,
41009398,0,,,
41009399,0,,,
41009400,0,,,
41009401,0,,,
41009402,0,,,
41009403,0,,,
41009404,0,,,
41009405,0,,,
41009406,0,,,
41009407,0,,,
41009408,0,,,
41009409,0,,,
41009410,0,,,
41009411,0,,,
41009412,0,,,
41009413,0,,,
41009414,0,,,
41009415,0,,,
41009416,0,,,
41009417,0,,,
41009418,0,,,
41009419,0,,,
41009420,0,,,
41009421,0,,,
41009422,0,,,
41009423,0,,,
41009424,0,,,
41009425,0,,,
41009426,0,,,
41009427,0,,,
41009428,0,,,
41009429,0,,,
41009430,0,,,
41009431,0,,,
41009432,0,,,
41009433,0,,,
41009434,0,,,
41009435,0,,,
41009436,0,,,
41009437,0,,,
41009438,0,,,
41009439,0,,,
41009440,0,,,
41009441,0,,,
41009442,0,,,
41009443,0,,,
41009444,0,,,
41009445,0,,,
41009446,0,,,
41009447,0,,,
41009448,0,,,
41009449,0,,,
41009450,0,,,
41009451,0,,,
41009452,0,,,
41009453,0,,,
41009454,0,,,
41009455,0,,,
41009456,0,,,
41009457,0,,,
41009458,0,,,
41009459,0,,,
41009460,0,,,
41009461,0,,,
41009462,0,,,
41009463,0,,,
41009464,0,,,
41009465,0,,,
41009466,0,,,
41009467,0,,,
41009468,0,,,
41009469,0,,,
41009470,0,,,
41009471,0,,,
41009472,0,,,
41009473,0,,,
41009474,0,,,
41009475,0,,,
41009476,0,,,
41009477,0,,,
41009478,0,,,
41009479,0,,,
41009480,0,,,
41009481,0,,,
41009482,0,,,
41009483,0,,,
41009484,0,,,
41009485,0,,,
41009486,0,,,
41009487,0,,,
41009488,0,,,
41009489,0,,,
41009490,0,,,
41009491,0,,,
41009492,0,,,
41009493,0,,,
41009494,0,,,
41009495,0,,,
41009496,0,,,
41009497,0,,,
41009498,0,,,
41009499,0,,,
41009500,0,,,
41009501,0,,,
41009502,0,,,
41009503,0,,,
41009504,0,,,
41009505,0,,,
41009506,0,,,
41009507,0,,,
41009508,0,,,
41009509,0,,,
41009510,0,,,
41009511,0,,,
41009512,0,,,
41009513,0,,,
41009514,0,,,
41009515,0,,,
41009516,0,,,
41009517,0,,,
41009518,0,,,
41009519,0,,,
41009520,0,,,
41009521,0,,,
41009522,0,,,
41009523,0,,,
41009524,0,,,
41009525,0,,,
41009526,0,,,
41009527,0,,,
41009528,0,,,
41009529,0,,,
