col1,co2,Columna1,Columna2,Columna2
08156288,0,,,
08156289,0,,,
08156290,0,,,
08156291,0,,,
08156292,0,,,
08156293,0,,,
08156294,0,,,
08156295,0,,,
08156296,0,,,
08156297,0,,,
08156298,0,,,
08156299,0,,,
08156300,0,,,
08156301,0,,,
08156302,0,,,
08156303,0,,,
08156304,0,,,
08156305,0,,,
08156306,0,,,
08156307,0,,,
08156308,0,,,
08156309,0,,,
08156310,0,,,
08156311,0,,,
08156312,0,,,
08156313,0,,,
08156314,0,,,
08156315,0,,,
08156316,0,,,
08156317,0,,,
08156318,0,,,
08156319,0,,,
08156320,0,,,
08156321,0,,,
08156322,0,,,
08156323,0,,,
08156324,0,,,
08156325,0,,,
08156326,0,,,
08156327,0,,,
08156328,0,,,
08156329,0,,,
08156330,0,,,
08156331,0,,,
08156332,0,,,
08156333,0,,,
08156334,0,,,
08156335,0,,,
08156336,0,,,
08156337,0,,,
08156338,0,,,
08156339,0,,,
08156340,0,,,
08156341,0,,,
08156342,0,,,
08156343,0,,,
08156344,0,,,
08156345,0,,,
08156346,0,,,
08156347,0,,,
08156348,0,,,
08156349,0,,,
08156350,0,,,
08156351,0,,,
08156352,0,,,
08156353,0,,,
08156354,0,,,
08156355,0,,,
08156356,0,,,
08156357,0,,,
08156358,0,,,
08156359,0,,,
08156360,0,,,
08156361,0,,,
08156362,0,,,
08156363,0,,,
08156364,0,,,
08156365,0,,,
08156366,0,,,
08156367,0,,,
08156368,0,,,
08156369,0,,,
08156370,0,,,
08156371,0,,,
08156372,0,,,
08156373,0,,,
08156374,0,,,
08156375,0,,,
08156376,0,,,
08156377,0,,,
08156378,0,,,
08156379,0,,,
08156380,0,,,
08156381,0,,,
08156382,0,,,
08156383,0,,,
08156384,0,,,
08156385,0,,,
08156386,0,,,
08156387,0,,,
08156388,0,,,
08156389,0,,,
08156390,0,,,
08156391,0,,,
08156392,0,,,
08156393,0,,,
08156394,0,,,
08156395,0,,,
08156396,0,,,
08156397,0,,,
08156398,0,,,
08156399,0,,,
08156400,0,,,
08156401,0,,,
08156402,0,,,
08156403,0,,,
08156404,0,,,
08156405,0,,,
08156406,0,,,
08156407,0,,,
08156408,0,,,
08156409,0,,,
08156410,0,,,
08156411,0,,,
08156412,0,,,
08156413,0,,,
08156414,0,,,
08156415,0,,,
08156416,0,,,
08156417,0,,,
08156418,0,,,
08156419,0,,,
08156420,0,,,
08156421,0,,,
08156422,0,,,
08156423,0,,,
08156424,0,,,
08156425,0,,,
08156426,0,,,
08156427,0,,,
08156428,0,,,
08156429,0,,,
08156430,0,,,
08156431,0,,,
08156432,0,,,
08156433,0,,,
08156434,0,,,
08156435,0,,,
08156436,0,,,
08156437,0,,,
08156438,0,,,
08156439,0,,,
08156440,0,,,
08156441,0,,,
08156442,0,,,
08156443,0,,,
08156444,0,,,
08156445,0,,,
08156446,0,,,
08156447,0,,,
08156448,0,,,
08156449,0,,,
08156450,0,,,
08156451,0,,,
08156452,0,,,
08156453,0,,,
08156454,0,,,
08156455,0,,,
08156456,0,,,
08156457,0,,,
08156458,0,,,
08156459,0,,,
08156460,0,,,
08156461,0,,,
08156462,0,,,
08156463,0,,,
08156464,0,,,
08156465,0,,,
08156466,0,,,
08156467,0,,,
08156468,0,,,
08156469,0,,,
08156470,0,,,
08156471,0,,,
08156472,0,,,
08156473,0,,,
08156474,0,,,
08156475,0,,,
08156476,0,,,
08156477,0,,,
08156478,0,,,
08156479,0,,,
08156480,0,,,
08156481,0,,,
08156482,0,,,
08156483,0,,,
08156484,0,,,
08156485,0,,,
08156486,0,,,
08156487,0,,,
08156488,0,,,
08156489,0,,,
08156490,0,,,
08156491,0,,,
08156492,0,,,
08156493,0,,,
08156494,0,,,
08156495,0,,,
08156496,0,,,
08156497,0,,,
08156498,0,,,
08156499,0,,,
08156500,0,,,
08156501,0,,,
08156502,0,,,
08156503,0,,,
08156504,0,,,
08156505,0,,,
08156506,0,,,
08156507,0,,,
08156508,0,,,
08156509,0,,,
08156510,0,,,
08156511,0,,,
08156512,0,,,
08156513,0,,,
08156514,0,,,
08156515,0,,,
08156516,0,,,
08156517,0,,,
08156518,0,,,
08156519,0,,,
08156520,0,,,
08156521,0,,,
08156522,0,,,
08156523,0,,,
08156524,0,,,
08156525,0,,,
08156526,0,,,
08156527,0,,,
08156528,0,,,
08156529,0,,,
08156530,0,,,
08156531,0,,,
08156532,0,,,
08156533,0,,,
08156534,0,,,
08156535,0,,,
08156536,0,,,
08156537,0,,,
08156538,0,,,
08156539,0,,,
08156540,0,,,
08156541,0,,,
08156542,0,,,
08156543,0,,,
08156544,0,,,
08156545,0,,,
08156546,0,,,
08156547,0,,,
08156548,0,,,
08156549,0,,,
08156550,0,,,
08156551,0,,,
08156552,0,,,
08156553,0,,,
08156554,0,,,
08156555,0,,,
08156556,0,,,
08156557,0,,,
08156558,0,,,
08156559,0,,,
08156560,0,,,
08156561,0,,,
08156562,0,,,
08156563,0,,,
08156564,0,,,
08156565,0,,,
08156566,0,,,
08156567,0,,,
08156568,0,,,
08156569,0,,,
08156570,0,,,
08156571,0,,,
08156572,0,,,
08156573,0,,,
08156574,0,,,
08156575,0,,,
08156576,0,,,
08156577,0,,,
08156578,0,,,
08156579,0,,,
08156580,0,,,
08156581,0,,,
08156582,0,,,
08156583,0,,,
08156584,0,,,
08156585,0,,,
08156586,0,,,
08156587,0,,,
08156588,0,,,
08156589,0,,,
08156590,0,,,
08156591,0,,,
08156592,0,,,
08156593,0,,,
08156594,0,,,
08156595,0,,,
08156596,0,,,
08156597,0,,,
08156598,0,,,
08156599,0,,,
08156600,0,,,
08156601,0,,,
08156602,0,,,
08156603,0,,,
08156604,0,,,
08156605,0,,,
08156606,0,,,
08156607,0,,,
08156608,0,,,
08156609,0,,,
08156610,0,,,
08156611,0,,,
08156612,0,,,
08156613,0,,,
08156614,0,,,
08156615,0,,,
08156616,0,,,
08156617,0,,,
08156618,0,,,
08156619,0,,,
08156620,0,,,
08156621,0,,,
08156622,0,,,
08156623,0,,,
08156624,0,,,
08156625,0,,,
08156626,0,,,
08156627,0,,,
08156628,0,,,
08156629,0,,,
08156630,0,,,
08156631,0,,,
08156632,0,,,
08156633,0,,,
08156634,0,,,
08156635,0,,,
08156636,0,,,
08156637,0,,,
08156638,0,,,
08156639,0,,,
08156640,0,,,
08156641,0,,,
08156642,0,,,
08156643,0,,,
08156644,0,,,
08156645,0,,,
08156646,0,,,
08156647,0,,,
08156648,0,,,
08156649,0,,,
08156650,0,,,
08156651,0,,,
08156652,0,,,
08156653,0,,,
08156654,0,,,
08156655,0,,,
08156656,0,,,
08156657,0,,,
08156658,0,,,
08156659,0,,,
08156660,0,,,
08156661,0,,,
08156662,0,,,
08156663,0,,,
08156664,0,,,
08156665,0,,,
08156666,0,,,
08156667,0,,,
08156668,0,,,
08156669,0,,,
08156670,0,,,
08156671,0,,,
08156672,0,,,
08156673,0,,,
08156674,0,,,
08156675,0,,,
08156676,0,,,
08156677,0,,,
08156678,0,,,
08156679,0,,,
08156680,0,,,
08156681,0,,,
08156682,0,,,
08156683,0,,,
08156684,0,,,
08156685,0,,,
08156686,0,,,
08156687,0,,,
08156688,0,,,
08156689,0,,,
08156690,0,,,
08156691,0,,,
08156692,0,,,
08156693,0,,,
08156694,0,,,
08156695,0,,,
08156696,0,,,
08156697,0,,,
08156698,0,,,
08156699,0,,,
08156700,0,,,
08156701,0,,,
08156702,0,,,
08156703,0,,,
08156704,0,,,
08156705,0,,,
08156706,0,,,
08156707,0,,,
08156708,0,,,
08156709,0,,,
08156710,0,,,
08156711,0,,,
08156712,0,,,
08156713,0,,,
08156714,0,,,
08156715,0,,,
08156716,0,,,
08156717,0,,,
08156718,0,,,
08156719,0,,,
08156720,0,,,
08156721,0,,,
08156722,0,,,
08156723,0,,,
08156724,0,,,
08156725,0,,,
08156726,0,,,
08156727,0,,,
08156728,0,,,
08156729,0,,,
08156730,0,,,
08156731,0,,,
08156732,0,,,
08156733,0,,,
08156734,0,,,
08156735,0,,,
08156736,0,,,
08156737,0,,,
08156738,0,,,
08156739,0,,,
08156740,0,,,
08156741,0,,,
08156742,0,,,
08156743,0,,,
08156744,0,,,
08156745,0,,,
08156746,0,,,
08156747,0,,,
08156748,0,,,
08156749,0,,,
08156750,0,,,
08156751,0,,,
08156752,0,,,
08156753,0,,,
08156754,0,,,
08156755,0,,,
08156756,0,,,
08156757,0,,,
08156758,0,,,
08156759,0,,,
08156760,0,,,
08156761,0,,,
08156762,0,,,
08156763,0,,,
08156764,0,,,
08156765,0,,,
08156766,0,,,
08156767,0,,,
08156768,0,,,
08156769,0,,,
08156770,0,,,
08156771,0,,,
08156772,0,,,
08156773,0,,,
08156774,0,,,
08156775,0,,,
08156776,0,,,
08156777,0,,,
08156778,0,,,
08156779,0,,,
08156780,0,,,
08156781,0,,,
08156782,0,,,
08156783,0,,,
08156784,0,,,
08156785,0,,,
08156786,0,,,
08156787,0,,,
08156788,0,,,
08156789,0,,,
08156790,0,,,
08156791,0,,,
08156792,0,,,
08156793,0,,,
08156794,0,,,
08156795,0,,,
08156796,0,,,
08156797,0,,,
08156798,0,,,
08156799,0,,,
08156800,0,,,
08156801,0,,,
08156802,0,,,
08156803,0,,,
08156804,0,,,
08156805,0,,,
08156806,0,,,
08156807,0,,,
08156808,0,,,
08156809,0,,,
08156810,0,,,
08156811,0,,,
08156812,0,,,
08156813,0,,,
08156814,0,,,
08156815,0,,,
08156816,0,,,
08156817,0,,,
08156818,0,,,
08156819,0,,,
08156820,0,,,
08156821,0,,,
08156822,0,,,
08156823,0,,,
08156824,0,,,
08156825,0,,,
08156826,0,,,
08156827,0,,,
08156828,0,,,
08156829,0,,,
08156830,0,,,
08156831,0,,,
08156832,0,,,
08156833,0,,,
08156834,0,,,
08156835,0,,,
08156836,0,,,
08156837,0,,,
08156838,0,,,
08156839,0,,,
08156840,0,,,
08156841,0,,,
08156842,0,,,
08156843,0,,,
08156844,0,,,
08156845,0,,,
08156846,0,,,
08156847,0,,,
08156848,0,,,
08156849,0,,,
08156850,0,,,
08156851,0,,,
08156852,0,,,
08156853,0,,,
08156854,0,,,
08156855,0,,,
08156856,0,,,
08156857,0,,,
08156858,0,,,
08156859,0,,,
08156860,0,,,
08156861,0,,,
08156862,0,,,
08156863,0,,,
08156864,0,,,
08156865,0,,,
08156866,0,,,
08156867,0,,,
08156868,0,,,
08156869,0,,,
08156870,0,,,
08156871,0,,,
08156872,0,,,
08156873,0,,,
08156874,0,,,
08156875,0,,,
08156876,0,,,
08156877,0,,,
08156878,0,,,
08156879,0,,,
08156880,0,,,
08156881,0,,,
08156882,0,,,
08156883,0,,,
08156884,0,,,
08156885,0,,,
08156886,0,,,
08156887,0,,,
08156888,0,,,
08156889,0,,,
08156890,0,,,
08156891,0,,,
08156892,0,,,
08156893,0,,,
08156894,0,,,
08156895,0,,,
08156896,0,,,
08156897,0,,,
08156898,0,,,
08156899,0,,,
08156900,0,,,
08156901,0,,,
08156902,0,,,
08156903,0,,,
08156904,0,,,
08156905,0,,,
08156906,0,,,
08156907,0,,,
08156908,0,,,
08156909,0,,,
08156910,0,,,
08156911,0,,,
08156912,0,,,
08156913,0,,,
08156914,0,,,
08156915,0,,,
08156916,0,,,
08156917,0,,,
08156918,0,,,
08156919,0,,,
08156920,0,,,
08156921,0,,,
08156922,0,,,
08156923,0,,,
08156924,0,,,
08156925,0,,,
08156926,0,,,
08156927,0,,,
08156928,0,,,
08156929,0,,,
08156930,0,,,
08156931,0,,,
08156932,0,,,
08156933,0,,,
08156934,0,,,
08156935,0,,,
08156936,0,,,
08156937,0,,,
08156938,0,,,
08156939,0,,,
08156940,0,,,
08156941,0,,,
08156942,0,,,
08156943,0,,,
08156944,0,,,
08156945,0,,,
08156946,0,,,
08156947,0,,,
08156948,0,,,
08156949,0,,,
08156950,0,,,
08156951,0,,,
08156952,0,,,
08156953,0,,,
08156954,0,,,
08156955,0,,,
08156956,0,,,
08156957,0,,,
08156958,0,,,
08156959,0,,,
08156960,0,,,
08156961,0,,,
08156962,0,,,
08156963,0,,,
08156964,0,,,
08156965,0,,,
08156966,0,,,
08156967,0,,,
08156968,0,,,
08156969,0,,,
08156970,0,,,
08156971,0,,,
08156972,0,,,
08156973,0,,,
08156974,0,,,
08156975,0,,,
08156976,0,,,
08156977,0,,,
08156978,0,,,
08156979,0,,,
08156980,0,,,
08156981,0,,,
08156982,0,,,
08156983,0,,,
08156984,0,,,
08156985,0,,,
08156986,0,,,
08156987,0,,,
08156988,0,,,
08156989,0,,,
08156990,0,,,
08156991,0,,,
08156992,0,,,
08156993,0,,,
08156994,0,,,
08156995,0,,,
08156996,0,,,
08156997,0,,,
08156998,0,,,
08156999,0,,,
08157000,0,,,
08157001,0,,,
08157002,0,,,
08157003,0,,,
08157004,0,,,
08157005,0,,,
08157006,0,,,
08157007,0,,,
08157008,0,,,
08157009,0,,,
08157010,0,,,
08157011,0,,,
08157012,0,,,
08157013,0,,,
08157014,0,,,
08157015,0,,,
08157016,0,,,
08157017,0,,,
08157018,0,,,
08157019,0,,,
08157020,0,,,
08157021,0,,,
08157022,0,,,
08157023,0,,,
08157024,0,,,
08157025,0,,,
08157026,0,,,
08157027,0,,,
08157028,0,,,
08157029,0,,,
08157030,0,,,
08157031,0,,,
08157032,0,,,
08157033,0,,,
08157034,0,,,
08157035,0,,,
08157036,0,,,
08157037,0,,,
08157038,0,,,
08157039,0,,,
08157040,0,,,
08157041,0,,,
08157042,0,,,
08157043,0,,,
08157044,0,,,
08157045,0,,,
08157046,0,,,
08157047,0,,,
08157048,0,,,
08157049,0,,,
08157050,0,,,
08157051,0,,,
08157052,0,,,
08157053,0,,,
08157054,0,,,
08157055,0,,,
08157056,0,,,
08157057,0,,,
08157058,0,,,
08157059,0,,,
08157060,0,,,
08157061,0,,,
08157062,0,,,
08157063,0,,,
08157064,0,,,
08157065,0,,,
08157066,0,,,
08157067,0,,,
08157068,0,,,
08157069,0,,,
08157070,0,,,
08157071,0,,,
08157072,0,,,
08157073,0,,,
08157074,0,,,
08157075,0,,,
08157076,0,,,
08157077,0,,,
08157078,0,,,
08157079,0,,,
08157080,0,,,
08157081,0,,,
08157082,0,,,
08157083,0,,,
08157084,0,,,
08157085,0,,,
08157086,0,,,
08157087,0,,,
08157088,0,,,
08157089,0,,,
08157090,0,,,
08157091,0,,,
08157092,0,,,
08157093,0,,,
08157094,0,,,
08157095,0,,,
08157096,0,,,
08157097,0,,,
08157098,0,,,
08157099,0,,,
08157100,0,,,
08157101,0,,,
08157102,0,,,
08157103,0,,,
08157104,0,,,
08157105,0,,,
08157106,0,,,
08157107,0,,,
08157108,0,,,
08157109,0,,,
08157110,0,,,
08157111,0,,,
08157112,0,,,
08157113,0,,,
08157114,0,,,
08157115,0,,,
08157116,0,,,
08157117,0,,,
08157118,0,,,
08157119,0,,,
08157120,0,,,
08157121,0,,,
08157122,0,,,
08157123,0,,,
08157124,0,,,
08157125,0,,,
08157126,0,,,
08157127,0,,,
08157128,0,,,
08157129,0,,,
08157130,0,,,
08157131,0,,,
08157132,0,,,
08157133,0,,,
08157134,0,,,
08157135,0,,,
08157136,0,,,
08157137,0,,,
08157138,0,,,
08157139,0,,,
08157140,0,,,
08157141,0,,,
08157142,0,,,
08157143,0,,,
08157144,0,,,
08157145,0,,,
08157146,0,,,
08157147,0,,,
08157148,0,,,
08157149,0,,,
08157150,0,,,
08157151,0,,,
08157152,0,,,
08157153,0,,,
08157154,0,,,
08157155,0,,,
08157156,0,,,
08157157,0,,,
08157158,0,,,
08157159,0,,,
08157160,0,,,
08157161,0,,,
08157162,0,,,
08157163,0,,,
08157164,0,,,
08157165,0,,,
08157166,0,,,
08157167,0,,,
08157168,0,,,
08157169,0,,,
08157170,0,,,
08157171,0,,,
08157172,0,,,
08157173,0,,,
08157174,0,,,
08157175,0,,,
08157176,0,,,
08157177,0,,,
08157178,0,,,
08157179,0,,,
08157180,0,,,
08157181,0,,,
08157182,0,,,
08157183,0,,,
08157184,0,,,
08157185,0,,,
08157186,0,,,
08157187,0,,,
08157188,0,,,
08157189,0,,,
08157190,0,,,
08157191,0,,,
08157192,0,,,
08157193,0,,,
08157194,0,,,
08157195,0,,,
08157196,0,,,
08157197,0,,,
08157198,0,,,
08157199,0,,,
08157200,0,,,
08157201,0,,,
08157202,0,,,
08157203,0,,,
08157204,0,,,
08157205,0,,,
08157206,0,,,
08157207,0,,,
08157208,0,,,
08157209,0,,,
08157210,0,,,
08157211,0,,,
08157212,0,,,
08157213,0,,,
08157214,0,,,
08157215,0,,,
08157216,0,,,
08157217,0,,,
08157218,0,,,
08157219,0,,,
08157220,0,,,
08157221,0,,,
08157222,0,,,
08157223,0,,,
08157224,0,,,
08157225,0,,,
08157226,0,,,
08157227,0,,,
08157228,0,,,
08157229,0,,,
08157230,0,,,
08157231,0,,,
08157232,0,,,
08157233,0,,,
08157234,0,,,
08157235,0,,,
08157236,0,,,
08157237,0,,,
08157238,0,,,
08157239,0,,,
08157240,0,,,
08157241,0,,,
08157242,0,,,
08157243,0,,,
08157244,0,,,
08157245,0,,,
08157246,0,,,
08157247,0,,,
08157248,0,,,
08157249,0,,,
08157250,0,,,
08157251,0,,,
08157252,0,,,
08157253,0,,,
08157254,0,,,
08157255,0,,,
08157256,0,,,
08157257,0,,,
08157258,0,,,
08157259,0,,,
08157260,0,,,
08157261,0,,,
08157262,0,,,
08157263,0,,,
08157264,0,,,
08157265,0,,,
08157266,0,,,
08157267,0,,,
08157268,0,,,
08157269,0,,,
08157270,0,,,
08157271,0,,,
08157272,0,,,
08157273,0,,,
08157274,0,,,
08157275,0,,,
08157276,0,,,
08157277,0,,,
08157278,0,,,
08157279,0,,,
08157280,0,,,
08157281,0,,,
08157282,0,,,
08157283,0,,,
08157284,0,,,
08157285,0,,,
08157286,0,,,
08157287,0,,,
08157288,0,,,
08157289,0,,,
08157290,0,,,
08157291,0,,,
08157292,0,,,
08157293,0,,,
08157294,0,,,
08157295,0,,,
08157296,0,,,
08157297,0,,,
08157298,0,,,
08157299,0,,,
08157300,0,,,
08157301,0,,,
08157302,0,,,
08157303,0,,,
08157304,0,,,
08157305,0,,,
08157306,0,,,
08157307,0,,,
08157308,0,,,
08157309,0,,,
08157310,0,,,
08157311,0,,,
08157312,0,,,
08157313,0,,,
08157314,0,,,
08157315,0,,,
08157316,0,,,
08157317,0,,,
08157318,0,,,
08157319,0,,,
08157320,0,,,
08157321,0,,,
08157322,0,,,
08157323,0,,,
08157324,0,,,
08157325,0,,,
08157326,0,,,
08157327,0,,,
08157328,0,,,
08157329,0,,,
08157330,0,,,
08157331,0,,,
08157332,0,,,
08157333,0,,,
08157334,0,,,
08157335,0,,,
08157336,0,,,
08157337,0,,,
08157338,0,,,
08157339,0,,,
08157340,0,,,
08157341,0,,,
08157342,0,,,
08157343,0,,,
08157344,0,,,
08157345,0,,,
08157346,0,,,
08157347,0,,,
08157348,0,,,
08157349,0,,,
08157350,0,,,
08157351,0,,,
08157352,0,,,
08157353,0,,,
08157354,0,,,
08157355,0,,,
08157356,0,,,
08157357,0,,,
08157358,0,,,
08157359,0,,,
08157360,0,,,
08157361,0,,,
08157362,0,,,
08157363,0,,,
08157364,0,,,
08157365,0,,,
08157366,0,,,
08157367,0,,,
08157368,0,,,
08157369,0,,,
08157370,0,,,
08157371,0,,,
08157372,0,,,
08157373,0,,,
08157374,0,,,
08157375,0,,,
08157376,0,,,
08157377,0,,,
08157378,0,,,
08157379,0,,,
08157380,0,,,
08157381,0,,,
08157382,0,,,
08157383,0,,,
08157384,0,,,
08157385,0,,,
08157386,0,,,
08157387,0,,,
08157388,0,,,
08157389,0,,,
08157390,0,,,
08157391,0,,,
08157392,0,,,
08157393,0,,,
08157394,0,,,
08157395,0,,,
08157396,0,,,
08157397,0,,,
08157398,0,,,
08157399,0,,,
08157400,0,,,
08157401,0,,,
08157402,0,,,
08157403,0,,,
08157404,0,,,
08157405,0,,,
08157406,0,,,
08157407,0,,,
08157408,0,,,
08157409,0,,,
08157410,0,,,
08157411,0,,,
08157412,0,,,
08157413,0,,,
08157414,0,,,
08157415,0,,,
08157416,0,,,
08157417,0,,,
08157418,0,,,
08157419,0,,,
08157420,0,,,
08157421,0,,,
08157422,0,,,
08157423,0,,,
08157424,0,,,
08157425,0,,,
08157426,0,,,
08157427,0,,,
08157428,0,,,
08157429,0,,,
08157430,0,,,
08157431,0,,,
08157432,0,,,
08157433,0,,,
08157434,0,,,
08157435,0,,,
08157436,0,,,
08157437,0,,,
08157438,0,,,
08157439,0,,,
08157440,0,,,
08157441,0,,,
08157442,0,,,
08157443,0,,,
08157444,0,,,
08157445,0,,,
08157446,0,,,
08157447,0,,,
08157448,0,,,
08157449,0,,,
08157450,0,,,
08157451,0,,,
08157452,0,,,
08157453,0,,,
08157454,0,,,
08157455,0,,,
08157456,0,,,
08157457,0,,,
08157458,0,,,
08157459,0,,,
08157460,0,,,
08157461,0,,,
08157462,0,,,
08157463,0,,,
08157464,0,,,
08157465,0,,,
08157466,0,,,
08157467,0,,,
08157468,0,,,
08157469,0,,,
08157470,0,,,
08157471,0,,,
08157472,0,,,
08157473,0,,,
08157474,0,,,
08157475,0,,,
08157476,0,,,
08157477,0,,,
08157478,0,,,
08157479,0,,,
08157480,0,,,
08157481,0,,,
08157482,0,,,
08157483,0,,,
08157484,0,,,
08157485,0,,,
08157486,0,,,
08157487,0,,,
08157488,0,,,
08157489,0,,,
08157490,0,,,
08157491,0,,,
08157492,0,,,
08157493,0,,,
08157494,0,,,
08157495,0,,,
08157496,0,,,
08157497,0,,,
08157498,0,,,
08157499,0,,,
08157500,0,,,
08157501,0,,,
08157502,0,,,
08157503,0,,,
08157504,0,,,
08157505,0,,,
08157506,0,,,
08157507,0,,,
08157508,0,,,
08157509,0,,,
08157510,0,,,
08157511,0,,,
08157512,0,,,
08157513,0,,,
08157514,0,,,
08157515,0,,,
08157516,0,,,
08157517,0,,,
08157518,0,,,
08157519,0,,,
08157520,0,,,
08157521,0,,,
08157522,0,,,
08157523,0,,,
08157524,0,,,
08157525,0,,,
08157526,0,,,
08157527,0,,,
08157528,0,,,
08157529,0,,,
08157530,0,,,
08157531,0,,,
08157532,0,,,
08157533,0,,,
08157534,0,,,
08157535,0,,,
08157536,0,,,
08157537,0,,,
08157538,0,,,
08157539,0,,,
08157540,0,,,
08157541,0,,,
08157542,0,,,
08157543,0,,,
08157544,0,,,
08157545,0,,,
08157546,0,,,
08157547,0,,,
08157548,0,,,
08157549,0,,,
08157550,0,,,
08157551,0,,,
08157552,0,,,
08157553,0,,,
08157554,0,,,
08157555,0,,,
08157556,0,,,
08157557,0,,,
08157558,0,,,
08157559,0,,,
08157560,0,,,
08157561,0,,,
08157562,0,,,
08157563,0,,,
08157564,0,,,
08157565,0,,,
08157566,0,,,
08157567,0,,,
08157568,0,,,
08157569,0,,,
08157570,0,,,
08157571,0,,,
08157572,0,,,
08157573,0,,,
08157574,0,,,
08157575,0,,,
08157576,0,,,
08157577,0,,,
08157578,0,,,
08157579,0,,,
08157580,0,,,
08157581,0,,,
08157582,0,,,
08157583,0,,,
08157584,0,,,
08157585,0,,,
08157586,0,,,
08157587,0,,,
08157588,0,,,
08157589,0,,,
08157590,0,,,
08157591,0,,,
08157592,0,,,
08157593,0,,,
08157594,0,,,
08157595,0,,,
08157596,0,,,
08157597,0,,,
08157598,0,,,
08157599,0,,,
08157600,0,,,
08157601,0,,,
08157602,0,,,
08157603,0,,,
08157604,0,,,
08157605,0,,,
08157606,0,,,
08157607,0,,,
08157608,0,,,
08157609,0,,,
08157610,0,,,
08157611,0,,,
08157612,0,,,
08157613,0,,,
08157614,0,,,
08157615,0,,,
08157616,0,,,
08157617,0,,,
08157618,0,,,
08157619,0,,,
08157620,0,,,
08157621,0,,,
08157622,0,,,
08157623,0,,,
08157624,0,,,
08157625,0,,,
08157626,0,,,
08157627,0,,,
08157628,0,,,
08157629,0,,,
08157630,0,,,
08157631,0,,,
08157632,0,,,
08157633,0,,,
08157634,0,,,
08157635,0,,,
08157636,0,,,
08157637,0,,,
08157638,0,,,
08157639,0,,,
08157640,0,,,
08157641,0,,,
08157642,0,,,
08157643,0,,,
08157644,0,,,
08157645,0,,,
08157646,0,,,
08157647,0,,,
08157648,0,,,
08157649,0,,,
08157650,0,,,
08157651,0,,,
08157652,0,,,
08157653,0,,,
08157654,0,,,
08157655,0,,,
08157656,0,,,
08157657,0,,,
08157658,0,,,
08157659,0,,,
08157660,0,,,
08157661,0,,,
08157662,0,,,
08157663,0,,,
08157664,0,,,
08157665,0,,,
08157666,0,,,
08157667,0,,,
08157668,0,,,
08157669,0,,,
08157670,0,,,
08157671,0,,,
08157672,0,,,
08157673,0,,,
08157674,0,,,
08157675,0,,,
08157676,0,,,
08157677,0,,,
08157678,0,,,
08157679,0,,,
08157680,0,,,
08157681,0,,,
08157682,0,,,
08157683,0,,,
08157684,0,,,
08157685,0,,,
08157686,0,,,
08157687,0,,,
08157688,0,,,
08157689,0,,,
08157690,0,,,
08157691,0,,,
08157692,0,,,
08157693,0,,,
08157694,0,,,
08157695,0,,,
08157696,0,,,
08157697,0,,,
08157698,0,,,
08157699,0,,,
08157700,0,,,
08157701,0,,,
08157702,0,,,
08157703,0,,,
08157704,0,,,
08157705,0,,,
08157706,0,,,
08157707,0,,,
08157708,0,,,
08157709,0,,,
08157710,0,,,
08157711,0,,,
08157712,0,,,
08157713,0,,,
08157714,0,,,
08157715,0,,,
08157716,0,,,
08157717,0,,,
08157718,0,,,
08157719,0,,,
08157720,0,,,
08157721,0,,,
08157722,0,,,
08157723,0,,,
08157724,0,,,
08157725,0,,,
08157726,0,,,
08157727,0,,,
08157728,0,,,
08157729,0,,,
08157730,0,,,
08157731,0,,,
08157732,0,,,
08157733,0,,,
08157734,0,,,
08157735,0,,,
08157736,0,,,
08157737,0,,,
08157738,0,,,
08157739,0,,,
08157740,0,,,
08157741,0,,,
08157742,0,,,
08157743,0,,,
08157744,0,,,
08157745,0,,,
08157746,0,,,
08157747,0,,,
08157748,0,,,
08157749,0,,,
08157750,0,,,
08157751,0,,,
08157752,0,,,
08157753,0,,,
08157754,0,,,
08157755,0,,,
08157756,0,,,
08157757,0,,,
08157758,0,,,
08157759,0,,,
08157760,0,,,
08157761,0,,,
08157762,0,,,
08157763,0,,,
08157764,0,,,
08157765,0,,,
08157766,0,,,
08157767,0,,,
08157768,0,,,
08157769,0,,,
08157770,0,,,
08157771,0,,,
08157772,0,,,
08157773,0,,,
08157774,0,,,
08157775,0,,,
08157776,0,,,
08157777,0,,,
08157778,0,,,
08157779,0,,,
08157780,0,,,
08157781,0,,,
08157782,0,,,
08157783,0,,,
08157784,0,,,
08157785,0,,,
08157786,0,,,
08157787,0,,,
08157788,0,,,
08157789,0,,,
08157790,0,,,
08157791,0,,,
08157792,0,,,
08157793,0,,,
08157794,0,,,
08157795,0,,,
08157796,0,,,
08157797,0,,,
08157798,0,,,
08157799,0,,,
08157800,0,,,
08157801,0,,,
08157802,0,,,
08157803,0,,,
08157804,0,,,
08157805,0,,,
08157806,0,,,
08157807,0,,,
08157808,0,,,
08157809,0,,,
08157810,0,,,
08157811,0,,,
08157812,0,,,
08157813,0,,,
08157814,0,,,
08157815,0,,,
08157816,0,,,
08157817,0,,,
08157818,0,,,
08157819,0,,,
08157820,0,,,
08157821,0,,,
08157822,0,,,
08157823,0,,,
08157824,0,,,
08157825,0,,,
08157826,0,,,
08157827,0,,,
08157828,0,,,
08157829,0,,,
08157830,0,,,
08157831,0,,,
08157832,0,,,
08157833,0,,,
08157834,0,,,
08157835,0,,,
08157836,0,,,
08157837,0,,,
08157838,0,,,
08157839,0,,,
08157840,0,,,
